English,Japanese,context
resident,関連した,This is about resident.
residential,"	見当違い",This is about residential.
residents,"	無関係",We found several residents.
resides,"	関連性",We found several resides.
residing,住む,They are residing the results.
resource,"	住んで",This is about resource.
resourced,"	居住",I resourced the report.
resourceful,"	住民",This is about resourceful.
resources,"	住宅",We found several resources.
resourcing,"	住民",They are resourcing the results.
unresourceful,"	存在",This is about unresourceful.
under-resourced,"	居住",I under-resourced the report.
restrict,資源,This is about restrict.
restricted,"	リソース供給",I restricted the report.
restricting,"	才略の有る",They are restricting the results.
restriction,"	リソース",This is about restriction.
restrictions,"	リソーシング",We found several restrictions.
restrictive,"	機知に乏しい",This is about restrictive.
restrictively,"	リソース不足",This is about restrictively.
restricts,限る,We found several restricts.
unrestricted,"	制限",I unrestricted the report.
unrestrictive,"	制限",This is about unrestrictive.
secure,"	拘束",This is about secure.
insecure,"	制限",This is about insecure.
insecurities,"	限定的",We found several insecurities.
insecurity,"	制限的に",This is about insecurity.
secured,"	制限",I secured the report.
securely,"	無制限",This is about securely.
secures,"	制限なし",We found several secures.
securing,牢,They are securing the results.
securities,"	不安",We found several securities.
security,"	不安",This is about security.
seek,"	不安",This is about seek.
seeking,"	確保",They are seeking the results.
seeks,"	安全",We found several seeks.
sought,"	確保",This is about sought.
select,"	確保",This is about select.
selected,"	証券",I selected the report.
selecting,"	安全",They are selecting the results.
selection,探す,This is about selection.
selections,"	求めて",We found several selections.
selective,"	シーク",This is about selective.
selectively,"	求めた",This is about selectively.
selector,選ぶ,She is an selector.
selectors,"	入選",We found several selectors.
selects,"	選択",We found several selects.
site,"	選定",This is about site.
sites,"	選択",We found several sites.
strategy,"	選択",This is about strategy.
strategic,"	選択",This is about strategic.
strategies,"	セレクタ",We found several strategies.
strategically,"	セレクター",This is about strategically.
strategist,"	選択",This is about strategist.
strategists,敷地,We found several strategists.
survey,"	サイト",This is about survey.
surveyed,戦略,I surveyed the report.
surveying,"	戦略的な",They are surveying the results.
surveys,"	戦略",We found several surveys.
text,"	戦略 的",This is about text.
texts,"	戦略家",We found several texts.
textual,"	戦略",This is about textual.
tradition,アンケート,This is about tradition.
non traditional,"	調査",This is about non traditional.
traditional,"	測量",This is about traditional.
traditionalist,"	調査",This is about traditionalist.
traditionally,テキスト,This is about traditionally.
traditions,"	テキスト",We found several traditions.
transfer,"	テキスト",She is an transfer.
transferable,伝統,This is about transferable.
transference,"	非伝統的な",This is about transference.
transferred,"	トラディショナル",I transferred the report.
transferring,"	伝統主義者",They are transferring the results.
transfers,"	伝統的",We found several transfers.
Sublist 3 of Academic Word List,"	伝統",This is about Sublist 3 of Academic Word List.
alternative,移転,This is about alternative.
alternatively,"	譲渡",This is about alternatively.
alternatives,"	転移",We found several alternatives.
circumstance,"	転送",This is about circumstance.
circumstances,"	転送",We found several circumstances.
comment,"	転送",This is about comment.
commentaries,,We found several commentaries.
commentary,アカデミックワードリストのサブリスト3,This is about commentary.
commentator,,She is an commentator.
commentators,,We found several commentators.
commented,オルターナティブ,I commented the report.
commenting,"	また",They are commenting the results.
comments,"	選択肢",We found several comments.
compensate,事情,This is about compensate.
compensated,"	状況",I compensated the report.
compensates,コメント,We found several compensates.
compensating,"	論評",They are compensating the results.
compensation,"	解説",This is about compensation.
compensations,"	コメンテーター",We found several compensations.
compensatory,"	コメンテーター",This is about compensatory.
component,"	コメント",This is about component.
componentry,"	コメント",This is about componentry.
components,"	コメント",We found several components.
consent,補償する,This is about consent.
consensus,"	補償",We found several consensus.
consented,"	補正",I consented the report.
consenting,"	補償",They are consenting the results.
consents,"	補償",We found several consents.
considerable,"	補償",This is about considerable.
considerably,"	代償",This is about considerably.
constant,コンポーネント,This is about constant.
constancy,"	コンポーネント",This is about constancy.
constantly,"	コンポーネント",This is about constantly.
constants,同意,We found several constants.
inconstancy,"	コンセンサス",This is about inconstancy.
inconstantly,"	同意",This is about inconstantly.
constrain,"	同意",This is about constrain.
constrained,"	同意",I constrained the report.
constraining,かなり,They are constraining the results.
constrains,"	大分",We found several constrains.
constraint,定数,This is about constraint.
constraints,"	恒常",We found several constraints.
unconstrained,"	絶えず",I unconstrained the report.
contribute,"	定数",This is about contribute.
contributed,"	心変わり",I contributed the report.
contributes,"	不定休",We found several contributes.
contributing,制約,They are contributing the results.
contribution,"	制約",This is about contribution.
contributions,"	制約",We found several contributions.
contributor,"	制約",She is an contributor.
contributors,"	制約",We found several contributors.
convene,"	制約",This is about convene.
convention,"	洒脱",This is about convention.
convenes,貢献する,We found several convenes.
convened,"	貢献",I convened the report.
convening,"	貢献",They are convening the results.
conventional,"	貢献",This is about conventional.
conventionally,"	寄付",This is about conventionally.
conventions,"	貢献",We found several conventions.
unconventional,"	投稿者",This is about unconventional.
coordinate,"	貢献",This is about coordinate.
coordinated,呼び集める,I coordinated the report.
coordinates,"	大会",We found several coordinates.
coordinating,"	規則	",They are coordinating the results.
coordination,"	招集",This is about coordination.
coordinator,"	招集",She is an coordinator.
coordinators,"	コンベンショナル",We found several coordinators.
co-ordinate,"	従来は",This is about co-ordinate.
co ordinated,"	規則",I co ordinated the report.
co ordinates,"	奇抜",We found several co ordinates.
co ordinating,座標,They are co ordinating the results.
co ordination,"	調整",This is about co ordination.
co ordinator,"	座標",She is an co ordinator.
co ordinators,"	調整",We found several co ordinators.
core,"	コーディネーション",This is about core.
cores,"	コーディネーター",We found several cores.
coring,"	コーディネーター",They are coring the results.
cored,"	コーディネート",I cored the report.
corporate,"	調整",This is about corporate.
corporates,"	座標",We found several corporates.
corporation,"	調整",This is about corporation.
corporations,"	コーディネーション",We found several corporations.
correspond,"	コーディネーター",This is about correspond.
corresponded,"	コーディネーター",I corresponded the report.
correspondence,コア,This is about correspondence.
corresponding,"	コア",They are corresponding the results.
correspondingly,"	コアリング",This is about correspondingly.
corresponds,"	入り",We found several corresponds.
criteria,企業,This is about criteria.
criterion,"	法人",This is about criterion.
deduce,"	会社",This is about deduce.
deduced,"	企業",I deduced the report.
deduces,対応,We found several deduces.
deducing,"	対応",They are deducing the results.
deduction,"	対応",This is about deduction.
deductions,"	該当",We found several deductions.
demonstrate,"	対応",This is about demonstrate.
demonstrable,"	対応",This is about demonstrable.
demonstrably,条件,This is about demonstrably.
demonstrated,"	基準",I demonstrated the report.
demonstrates,推測,We found several demonstrates.
demonstrating,"	推定",They are demonstrating the results.
demonstration,"	推論",This is about demonstration.
demonstrations,"	控除",We found several demonstrations.
demonstrative,"	控除",This is about demonstrative.
demonstratively,"	控除",This is about demonstratively.
demonstrator,証明する,She is an demonstrator.
demonstrators,"	実証",We found several demonstrators.
document,"	明白",This is about document.
documentation,"	実証",This is about documentation.
documented,"	示します",I documented the report.
documenting,"	示す",They are documenting the results.
documents,"	デモ",We found several documents.
dominate,"	デモ",This is about dominate.
dominance,"	指示詞",This is about dominance.
dominant,"	デモンストレーション的に",This is about dominant.
dominated,"	デモンストレーター",I dominated the report.
dominates,"	デモ 隊",We found several dominates.
dominating,文書,They are dominating the results.
domination,"	ドキュメンテーション",This is about domination.
emphasis,"	記載",We found several emphasis.
emphasise,"	文書",This is about emphasise.
emphasised,"	書類",I emphasised the report.
emphasising,支配する,They are emphasising the results.
emphasize,"	優性",This is about emphasize.
emphasized,"	ドミナント",I emphasized the report.
emphasizes,"	支配",We found several emphasizes.
emphasizing,"	支配",They are emphasizing the results.
emphatic,"	支配",This is about emphatic.
emphatically,"	支配",This is about emphatically.
ensure,強調,This is about ensure.
ensured,"	強調",I ensured the report.
ensures,"	強調",We found several ensures.
ensuring,"	強調",They are ensuring the results.
exclude,"	強調する",This is about exclude.
excluded,"	強調",I excluded the report.
excludes,"	強調",We found several excludes.
excluding,"	強調",They are excluding the results.
exclusion,"	強調",This is about exclusion.
exclusionary,"	きっぱり",This is about exclusionary.
exclusionist,確保,This is about exclusionist.
exclusions,"	確保",We found several exclusions.
exclusive,"	により",This is about exclusive.
exclusively,"	確保",This is about exclusively.
framework,除外する,This is about framework.
frameworks,"	除外",We found several frameworks.
fund,"	除外",This is about fund.
funded,"	除く",I funded the report.
funder,"	除外",She is an funder.
funders,"	排他的",We found several funders.
funding,"	排他主義者",They are funding the results.
funds,"	除外",We found several funds.
illustrate,"	排他的",This is about illustrate.
illustrated,"	だけ",I illustrated the report.
illustrates,フレームワーク,We found several illustrates.
illustrating,"	フレームワーク",They are illustrating the results.
illustration,基金,This is about illustration.
illustrations,"	資金",We found several illustrations.
illustrative,"	資金提供者",This is about illustrative.
immigrate,"	出資",This is about immigrate.
immigrant,"	融資",This is about immigrant.
immigrants,"	元手",We found several immigrants.
immigrated,説明,I immigrated the report.
immigrates,"	示す",We found several immigrates.
immigrating,"	示します",They are immigrating the results.
immigration,"	示す",This is about immigration.
imply,"	図",This is about imply.
implied,"	イラスト",I implied the report.
implies,"	例示",We found several implies.
implying,移民する,They are implying the results.
initial,"	移民",This is about initial.
initially,"	移民",This is about initially.
instance,"	移住",This is about instance.
instances,"	移民",We found several instances.
interact,"	移住",This is about interact.
interacted,"	イミグレーション",I interacted the report.
interacting,ほのめかす,They are interacting the results.
interaction,"	暗黙",This is about interaction.
interactions,"	意味",We found several interactions.
interactive,"	意味",This is about interactive.
interactively,イニシャル,This is about interactively.
interacts,"	最初",We found several interacts.
justify,例,This is about justify.
justifiable,"	インスタンス",This is about justifiable.
justifiably,相呼応する,This is about justifiably.
justification,"	相互 作用",This is about justification.
justifications,"	相互 作用",We found several justifications.
justified,"	相互作用",I justified the report.
justifies,"	相互 作用",We found several justifies.
justifying,"	インテラクティブ",They are justifying the results.
unjustified,"	対話的",I unjustified the report.
layer,"	対話",She is an layer.
layered,言い開く,I layered the report.
layering,"	正当",They are layering the results.
layers,"	正当",We found several layers.
link,"	ジャスティフィケーション",This is about link.
linkage,"	正当 化",This is about linkage.
linkages,"	正当 化",We found several linkages.
linked,"	正当 化",I linked the report.
linking,"	正当 化",They are linking the results.
links,"	不当",We found several links.
locate,層,This is about locate.
located,"	層状",I located the report.
locating,"	取り木",They are locating the results.
location,"	層",This is about location.
locations,リンク,We found several locations.
relocate,"	連動",This is about relocate.
relocated,"	連携",I relocated the report.
relocates,"	リンク",We found several relocates.
relocating,"	リンク",They are relocating the results.
relocation,"	リンクス",This is about relocation.
maximise,見付ける,This is about maximise.
max,"	位置",This is about max.
maximised,"	検索",I maximised the report.
maximises,"	場所",We found several maximises.
maximising,"	場所",They are maximising the results.
maximisation,"	移転",This is about maximisation.
maximize,"	移転",This is about maximize.
maximized,"	移転",I maximized the report.
maximizes,"	移転",We found several maximizes.
maximizing,"	移転",They are maximizing the results.
maximization,最大限,This is about maximization.
maximum,"	マックス",This is about maximum.
minor,"	最大化",She is an minor.
minorities,"	最大",We found several minorities.
minority,"	最大限",This is about minority.
minors,"	最大化",We found several minors.
negate,"	最大化する",This is about negate.
negative,"	最大",This is about negative.
negated,"	マキシム",I negated the report.
negates,"	最大",We found several negates.
negating,"	最大化",They are negating the results.
negatively,"	最大",This is about negatively.
negatives,マイナー,We found several negatives.
outcome,"	少数",This is about outcome.
outcomes,"	少数",We found several outcomes.
partner,"	未成年 者",She is an partner.
partners,打ち消す,We found several partners.
partnership,"	－",This is about partnership.
partnerships,"	否定",We found several partnerships.
philosophy,"	否定",This is about philosophy.
philosopher,"	否定",She is an philosopher.
philosophers,"	負",We found several philosophers.
philosophical,"	ネガ",This is about philosophical.
philosophically,結果,This is about philosophically.
philosophies,"	結果",We found several philosophies.
philosophise,パートナー,This is about philosophise.
philosophised,"	パートナー",I philosophised the report.
philosophises,"	パートナーシップ",We found several philosophises.
philosophising,"	パートナーシップ",They are philosophising the results.
philosophize,哲学,This is about philosophize.
philosophized,"	哲人",I philosophized the report.
philosophizes,"	哲学 者",We found several philosophizes.
philosophizing,"	哲学的",They are philosophizing the results.
physical,"	哲学",This is about physical.
physically,"	哲学",This is about physically.
proportion,"	フィロソフィー",This is about proportion.
disproportion,"	哲学的",This is about disproportion.
disproportionate,"	哲学的",This is about disproportionate.
disproportionately,"	哲学",This is about disproportionately.
proportional,"	思索",This is about proportional.
proportionally,"	哲学的",This is about proportionally.
proportionate,"	哲学",This is about proportionate.
proportionately,"	哲学",This is about proportionately.
proportions,形而下,We found several proportions.
publish,"	物理的",This is about publish.
published,比率,I published the report.
publisher,"	不均衡",She is an publisher.
publishers,"	不均衡",We found several publishers.
publishes,"	偏って",We found several publishes.
publishing,"	比例",They are publishing the results.
unpublished,"	比例",I unpublished the report.
react,"	比例",This is about react.
reacted,"	比例",I reacted the report.
reacts,"	割合",We found several reacts.
reacting,著す,They are reacting the results.
reaction,"	公開",This is about reaction.
reactionaries,"	発行者",We found several reactionaries.
reactionary,"	出版 社",This is about reactionary.
reactions,"	発行",We found several reactions.
reactive,"	出版",This is about reactive.
reactivate,"	未発表",This is about reactivate.
reactivation,反応する,This is about reactivation.
reactor,"	反応",She is an reactor.
reactors,"	反応",We found several reactors.
register,"	反応",She is an register.
deregister,"	反応",She is an deregister.
deregistered,"	反動",I deregistered the report.
deregistering,"	反動",They are deregistering the results.
deregisters,"	反応",We found several deregisters.
deregistration,"	反応",This is about deregistration.
registered,"	再 アクティブ 化",I registered the report.
registering,"	再 アクティブ 化",They are registering the results.
registers,"	原子炉",We found several registers.
registration,"	原子炉",This is about registration.
rely,登録する,This is about rely.
reliability,"	登録解除",This is about reliability.
reliable,"	登録抹消",This is about reliable.
reliably,"	登録解除",This is about reliably.
reliance,"	登録解除",This is about reliance.
reliant,"	登録解除",This is about reliant.
relied,"	登録",I relied the report.
relies,"	登録",We found several relies.
relying,"	レジスタ",They are relying the results.
unreliable,"	登録",This is about unreliable.
remove,頼る,This is about remove.
removable,"	確実",This is about removable.
removal,"	頼もしい",This is about removal.
removals,"	確実",We found several removals.
removed,"	信頼",I removed the report.
removes,"	リライアント",We found several removes.
removing,"	頼って",They are removing the results.
scheme,"	依存",This is about scheme.
schematic,"	頼る",This is about schematic.
schematically,"	危うい",This is about schematically.
schemed,取り去る,I schemed the report.
schemes,"	リムーバブル",We found several schemes.
scheming,"	除去",They are scheming the results.
sequence,"	削除",This is about sequence.
sequenced,"	削除",I sequenced the report.
sequences,"	削除",We found several sequences.
sequencing,"	削除",They are sequencing the results.
sequential,計画,This is about sequential.
sequentially,"	スケマティック",This is about sequentially.
sex,"	概略的に",This is about sex.
sexes,"	スキーム",We found several sexes.
sexism,"	スキーム",This is about sexism.
sexual,"	工夫",This is about sexual.
sexuality,順序,This is about sexuality.
sexually,"	シーケンス",This is about sexually.
shift,"	シーケンス",This is about shift.
shifted,"	シークエンシング",I shifted the report.
shifting,"	シーケンシャル",They are shifting the results.
shifts,"	順次",We found several shifts.
specify,性,This is about specify.
specifiable,"	男女",This is about specifiable.
specified,"	性差別",I specified the report.
specifies,"	性的",We found several specifies.
specifying,"	有性",They are specifying the results.
unspecified,"	性的",I unspecified the report.
sufficient,動く,This is about sufficient.
sufficiency,"	シフト",This is about sufficiency.
insufficient,"	シフト",This is about insufficient.
insufficiently,"	シフト",This is about insufficiently.
sufficiently,指定,This is about sufficiently.
task,"	指定可能",This is about task.
tasks,"	指定",We found several tasks.
technical,"	指定",This is about technical.
technically,"	指定",This is about technically.
technique,"	未指定",This is about technique.
techniques,足りる,We found several techniques.
technology,"	充足",This is about technology.
technological,"	不十分",This is about technological.
technologically,"	不十分",This is about technologically.
valid,"	十分",This is about valid.
invalidate,タスク,This is about invalidate.
invalidity,"	用事",This is about invalidity.
validate,テクニカル,This is about validate.
validated,"	技術的",I validated the report.
validating,技術,They are validating the results.
validation,"	技術",This is about validation.
validity,テクノロジー,This is about validity.
validly,"	技術",This is about validly.
volume,"	技術的",This is about volume.
volumes,有効,We found several volumes.
vol,"	無効",This is about vol.
Sublist 4 of the Academic Word List,"	無効",This is about Sublist 4 of the Academic Word List.
access,"	検証",This is about access.
accessed,"	検証",I accessed the report.
accesses,"	検証",We found several accesses.
accessibility,"	検証",This is about accessibility.
accessible,"	有効",This is about accessible.
accessing,"	有効",They are accessing the results.
inaccessible,容積,This is about inaccessible.
adequate,"	ボリューム",This is about adequate.
adequacy,"	ボリューム",This is about adequacy.
adequately,,This is about adequately.
inadequacies,,We found several inadequacies.
inadequacy,,This is about inadequacy.
inadequate,アカデミックワードリストのサブリスト4,This is about inadequate.
inadequately,,This is about inadequately.
annual,アクセス,This is about annual.
annually,"	アクセス",This is about annually.
apparent,"	アクセス",This is about apparent.
apparently,"	アクセシビリティ",This is about apparently.
approximate,"	アクセス",This is about approximate.
approximated,"	アクセス",I approximated the report.
approximately,"	アクセス",This is about approximately.
approximates,十分,We found several approximates.
approximating,"	剴切",They are approximating the results.
approximation,"	十分",This is about approximation.
approximations,"	不備",We found several approximations.
attitude,"	不適当",This is about attitude.
attitudes,"	不十分",We found several attitudes.
attribute,"	不十分",This is about attribute.
attributable,一年生,This is about attributable.
attributed,"	毎年",I attributed the report.
attributes,一目瞭然,We found several attributes.
attributing,"	どうやら",They are attributing the results.
attribution,アバウト,This is about attribution.
civil,"	近似",This is about civil.
code,"	約",This is about code.
coded,"	近似",I coded the report.
codes,"	近似",We found several codes.
coding,"	近似",They are coding the results.
commit,"	近似",This is about commit.
commitment,姿勢,This is about commitment.
commitments,"	態度",We found several commitments.
commits,属性,We found several commits.
committed,"	起因",I committed the report.
committing,"	起因",They are committing the results.
communicate,"	属性",This is about communicate.
communicable,"	帰",This is about communicable.
communicated,"	帰属",I communicated the report.
communicates,民事上,We found several communicates.
communicating,コード,They are communicating the results.
communication,"	コード",This is about communication.
communications,"	コード",We found several communications.
communicative,"	コーディング",This is about communicative.
communicatively,犯す,This is about communicatively.
uncommunicative,"	言質",This is about uncommunicative.
concentrate,"	コミットメント",This is about concentrate.
concentrated,"	コミット",I concentrated the report.
concentrates,"	コミット",We found several concentrates.
concentrating,"	コミット",They are concentrating the results.
concentration,伝える,This is about concentration.
confer,"	伝染",She is an confer.
conference,"	伝達",This is about conference.
conferences,"	通信",We found several conferences.
conferred,"	通信",I conferred the report.
conferring,"	通信",They are conferring the results.
confers,"	通信",We found several confers.
contrast,"	コミュニケーション",This is about contrast.
contrasted,"	コミュニケーション",I contrasted the report.
contrasting,"	コミュニケーションが取れない",They are contrasting the results.
contrastive,凝らす,This is about contrastive.
contrasts,"	耑",We found several contrasts.
cycle,"	集中",This is about cycle.
cycled,"	集中",I cycled the report.
cycles,"	濃度",We found several cycles.
cyclic,諮る,This is about cyclic.
cyclical,"	会議",This is about cyclical.
cycling,"	カンファレンス",They are cycling the results.
debate,"	授与",This is about debate.
debatable,"	授与",This is about debatable.
debated,"	与える",I debated the report.
debates,対照,We found several debates.
debating,"	対照 的",They are debating the results.
despite,"	対照的な",This is about despite.
dimension,"	対照",This is about dimension.
dimensional,"	コントラスト",This is about dimensional.
dimensions,サイクル,We found several dimensions.
multidimensional,"	循環",This is about multidimensional.
domestic,"	サイクル",This is about domestic.
domestically,"	サイクリック",This is about domestically.
domesticate,"	循環",This is about domesticate.
domesticated,"	サイクリング",I domesticated the report.
domesticating,討論,They are domesticating the results.
domestics,"	余地",We found several domestics.
emerge,"	議論",This is about emerge.
emerged,"	議論",I emerged the report.
emergence,"	議論",This is about emergence.
emergent,にもかかわらず,This is about emergent.
emerges,次元,We found several emerges.
emerging,"	次元の",They are emerging the results.
error,"	寸法",She is an error.
erroneous,"	多次元",We found several erroneous.
erroneously,国内,This is about erroneously.
errors,"	国内",We found several errors.
ethnic,"	飼いならす",This is about ethnic.
ethnicity,"	家畜",This is about ethnicity.
goal,"	家畜化",This is about goal.
goals,"	国内",We found several goals.
grant,現れる,This is about grant.
granted,"	現れた",I granted the report.
granting,"	現出",They are granting the results.
grants,"	新興の",We found several grants.
hence,"	現れる",This is about hence.
hypothesis,"	新興",We found several hypothesis.
hypotheses,エラー,We found several hypotheses.
hypothesise,"	誤った",This is about hypothesise.
hypothesised,"	誤って",I hypothesised the report.
hypothesises,"	エラー",We found several hypothesises.
hypothesising,エスニック,They are hypothesising the results.
hypothesize,"	エスニシティ",This is about hypothesize.
hypothesized,ゴール,I hypothesized the report.
hypothesizes,"	目標",We found several hypothesizes.
hypothesizing,叶える,They are hypothesizing the results.
hypothetical,"	付与",This is about hypothetical.
hypothetically,"	付与",This is about hypothetically.
implement,"	補助 金",This is about implement.
implementation,従って,This is about implementation.
implemented,仮説,I implemented the report.
implementing,"	仮説",They are implementing the results.
implements,"	仮説",We found several implements.
implicate,"	仮説",This is about implicate.
implicated,"	仮説",I implicated the report.
implicates,"	仮説を立てる",We found several implicates.
implicating,"	仮定する",They are implicating the results.
implication,"	仮説",This is about implication.
implications,"	仮説を立てる",We found several implications.
impose,"	仮説を立てる",This is about impose.
imposed,"	仮定の",I imposed the report.
imposes,"	仮に",We found several imposes.
imposing,道具,They are imposing the results.
imposition,"	実装",This is about imposition.
integrate,"	実装",This is about integrate.
integrated,"	実装",I integrated the report.
integrates,"	用具",We found several integrates.
integrating,拕,They are integrating the results.
integration,"	関与",This is about integration.
internal,"	関与",This is about internal.
internalise,"	関与させる",This is about internalise.
internalised,"	含意",I internalised the report.
internalises,"	影響",We found several internalises.
internalising,課す,They are internalising the results.
internalize,"	課せ られた",This is about internalize.
internalized,"	課す",I internalized the report.
internalizes,"	堂堂",We found several internalizes.
internalizing,"	課税",They are internalizing the results.
internally,統合,This is about internally.
investigate,"	統合",This is about investigate.
investigated,"	統合",I investigated the report.
investigates,"	統合",We found several investigates.
investigating,"	統合",They are investigating the results.
investigation,国内,This is about investigation.
investigations,"	社内",We found several investigations.
investigative,"	内面化",This is about investigative.
investigator,"	社内",She is an investigator.
investigators,"	内面化",We found several investigators.
job,"	内面化する",This is about job.
jobs,"	内面",We found several jobs.
label,"	内面化",This is about label.
labeled,"	内在化",I labeled the report.
labeling,"	内部的",They are labeling the results.
labelled,調べる,I labelled the report.
labelling,"	調査",They are labelling the results.
labels,"	調査",We found several labels.
mechanism,"	偵知",This is about mechanism.
mechanisms,"	究明",We found several mechanisms.
obvious,"	調査",We found several obvious.
obviously,"	調査",This is about obviously.
occupy,"	探偵",This is about occupy.
occupancy,"	調査 官",This is about occupancy.
occupant,仕事,This is about occupant.
occupants,"	ジョブ",We found several occupants.
occupation,ラベル,This is about occupation.
occupational,"	ラベル",This is about occupational.
occupations,"	ラベリング",We found several occupations.
occupied,"	ラベル",I occupied the report.
occupier,"	ラベリング",She is an occupier.
occupiers,"	ラベル",We found several occupiers.
occupies,機構,We found several occupies.
occupying,"	メカニズム",They are occupying the results.
option,一目瞭然,This is about option.
optional,"	明らかに",This is about optional.
options,占める,We found several options.
output,"	駐屯",This is about output.
outputs,"	乗員",We found several outputs.
overall,"	乗員",This is about overall.
parallel,"	職業",This is about parallel.
paralleled,"	労働",I paralleled the report.
parallelled,"	職業",I parallelled the report.
parallelling,"	忙しい",They are parallelling the results.
parallels,"	占有者",We found several parallels.
unparalleled,"	占領",I unparalleled the report.
parameter,"	占める",She is an parameter.
parameters,"	占領",We found several parameters.
phase,オプション,This is about phase.
phased,"	随意",I phased the report.
phases,"	オプション",We found several phases.
phasing,アウトプット,They are phasing the results.
predict,"	出力",This is about predict.
predictability,全,This is about predictability.
predictable,並列,This is about predictable.
predictably,"	比類",This is about predictably.
predicted,"	パラレル",I predicted the report.
predicting,"	パラレルリング",They are predicting the results.
prediction,"	平行線",This is about prediction.
predictions,"	無双",We found several predictions.
predicts,パラメーター,We found several predicts.
unpredictability,"	パラメーター",This is about unpredictability.
unpredictable,位相,This is about unpredictable.
principal,"	フェイズド",This is about principal.
principally,"	フェーズ",This is about principally.
prior,"	位相",She is an prior.
professional,予言する,This is about professional.
professionally,"	予測",This is about professionally.
professionals,"	予測できる",We found several professionals.
professionalism,"	予想 通り",This is about professionalism.
project,"	予測",This is about project.
projected,"	予測",I projected the report.
projecting,"	予測",They are projecting the results.
projection,"	予測",This is about projection.
projections,"	予測",We found several projections.
projects,"	予測",We found several projects.
promote,"	予測できない",This is about promote.
promoted,校長,I promoted the report.
promoter,"	主",She is an promoter.
promoters,事前,We found several promoters.
promotes,プロ,We found several promotes.
promoting,"	プロ",They are promoting the results.
promotion,"	専門家",This is about promotion.
promotions,"	プロ 意識",We found several promotions.
regime,プロジェクト,This is about regime.
regimes,"	投影",We found several regimes.
resolve,"	突き出た",This is about resolve.
resolution,"	投射",This is about resolution.
resolved,"	予測",I resolved the report.
resolves,"	プロジェクト",We found several resolves.
resolving,進める,They are resolving the results.
unresolved,"	昇格",I unresolved the report.
retain,"	プロモーター",This is about retain.
retained,"	プロモーター",I retained the report.
retaining,"	促進",They are retaining the results.
retainer,"	推進",She is an retainer.
retainers,"	振興",We found several retainers.
retains,"	プロモーション",We found several retains.
retention,ちせい,This is about retention.
retentive,"	体制",This is about retentive.
series,解決する,We found several series.
statistic,"	解決",This is about statistic.
statistician,"	解決",This is about statistician.
statisticians,"	解決",We found several statisticians.
statistical,"	解決",This is about statistical.
statistically,"	未解決",This is about statistically.
statistics,保つ,We found several statistics.
status,"	保持",We found several status.
stress,"	保持",This is about stress.
stressed,"	家来",I stressed the report.
stresses,"	家臣",We found several stresses.
stressful,"	保持",This is about stressful.
stressing,"	保持",They are stressing the results.
unstressed,"	保持",I unstressed the report.
subsequent,級数,This is about subsequent.
subsequently,統計,This is about subsequently.
sum,"	統計学者",This is about sum.
summation,"	統計",This is about summation.
summed,"	統計的",I summed the report.
summing,"	統計的",They are summing the results.
sums,"	統計学",We found several sums.
summary,地位,This is about summary.
summaries,ストレス,We found several summaries.
summarise,"	緊張した",This is about summarise.
summarised,"	応力",I summarised the report.
summarises,"	ストレス",We found several summarises.
summarising,"	強調",They are summarising the results.
summarisation,"	ストレスなし",This is about summarisation.
summarisations,後続,We found several summarisations.
summarization,"	その後",This is about summarization.
summarizations,和,We found several summarizations.
summarize,"	合計",This is about summarize.
summarized,"	合計",I summarized the report.
summarizes,"	合計",We found several summarizes.
summarizing,"	合計",They are summarizing the results.
undertake,概要,This is about undertake.
undertaken,"	要約",This is about undertaken.
undertakes,"	要約",We found several undertakes.
undertaking,"	要約",They are undertaking the results.
undertook,"	要約",This is about undertook.
Sublist 5 of the Academic Word List,"	要約",This is about Sublist 5 of the Academic Word List.
academy,"	要約",This is about academy.
academia,"	要約",This is about academia.
academic,"	要約",This is about academic.
academically,"	要約",This is about academically.
academics,"	要約",We found several academics.
academies,"	要約",We found several academies.
adjust,"	まとめた もの です",This is about adjust.
adjusted,"	要約",I adjusted the report.
adjusting,引き受ける,They are adjusting the results.
adjustment,"	実施",This is about adjustment.
adjustments,"	引き受ける",We found several adjustments.
adjusts,"	企業",We found several adjusts.
readjust,"	引き受けた",This is about readjust.
readjusted,,I readjusted the report.
readjusting,,They are readjusting the results.
readjustment,,This is about readjustment.
readjustments,,We found several readjustments.
readjusts,アカデミックワードリストのサブリスト5,We found several readjusts.
alter,,She is an alter.
alterable,,This is about alterable.
alteration,アカデミー,This is about alteration.
alterations,"	アカデミー",We found several alterations.
altered,"	アカデミック",I altered the report.
altering,"	学問",They are altering the results.
alternate,"	学者",This is about alternate.
alternating,"	アカデミー",They are alternating the results.
alters,調整する,We found several alters.
unalterable,"	調整",This is about unalterable.
unaltered,"	調整",I unaltered the report.
amend,"	調整",This is about amend.
amended,"	調整",I amended the report.
amending,"	調整",They are amending the results.
amendment,"	調整",This is about amendment.
amendments,"	再調整",We found several amendments.
amends,"	再調整",We found several amends.
aware,"	再調整",This is about aware.
awareness,"	再調整",This is about awareness.
unaware,"	再調整",This is about unaware.
capacity,変える,This is about capacity.
capacities,"	変えられる",We found several capacities.
incapacitate,"	改変",This is about incapacitate.
incapacitated,"	変更",I incapacitated the report.
challenge,"	変更",This is about challenge.
challenged,"	変更",I challenged the report.
challenger,"	オルタネイト",She is an challenger.
