English,Japanese,context
insecurity,	制限的に,This example illustrates how to use the word 'insecurity'.
secured,	制限,I secured the report.
securely,	無制限,This example illustrates how to use the word 'securely'.
secures,	制限なし,We found several secures.
securing,牢,They are securing the results.
securities,	不安,We found several securities.
security,	不安,This example illustrates how to use the word 'security'.
seek,	不安,This example illustrates how to use the word 'seek'.
seeking,	確保,They are seeking the results.
seeks,	安全,We found several seeks.
sought,	確保,This example illustrates how to use the word 'sought'.
select,	確保,Select the best answer.
selected,	証券,I selected the report.
selecting,	安全,They are selecting the results.
selection,探す,This example illustrates how to use the word 'selection'.
selections,	求めて,We found several selections.
selective,	シーク,This example illustrates how to use the word 'selective'.
selectively,	求めた,This example illustrates how to use the word 'selectively'.
selector,選ぶ,She is an selector.
selectors,	入選,We found several selectors.
selects,	選択,We found several selects.
site,	選定,This example illustrates how to use the word 'site'.
sites,	選択,We found several sites.
strategy,	選択,This example illustrates how to use the word 'strategy'.
strategic,	選択,This example illustrates how to use the word 'strategic'.
strategies,	セレクタ,We found several strategies.
strategically,	セレクター,This example illustrates how to use the word 'strategically'.
strategist,	選択,This example illustrates how to use the word 'strategist'.
strategists,敷地,We found several strategists.
survey,	サイト,This example illustrates how to use the word 'survey'.
surveyed,戦略,I surveyed the report.
surveying,	戦略的な,They are surveying the results.
surveys,	戦略,We found several surveys.
text,	戦略 的,This example illustrates how to use the word 'text'.
texts,	戦略家,We found several texts.
textual,	戦略,This example illustrates how to use the word 'textual'.
tradition,アンケート,This example illustrates how to use the word 'tradition'.
non traditional,	調査,This example illustrates how to use the word 'non traditional'.
traditional,	測量,This example illustrates how to use the word 'traditional'.
traditionalist,	調査,This example illustrates how to use the word 'traditionalist'.
traditionally,テキスト,This example illustrates how to use the word 'traditionally'.
traditions,	テキスト,We found several traditions.
transfer,	テキスト,She is an transfer.
transferable,伝統,This example illustrates how to use the word 'transferable'.
transference,	非伝統的な,This example illustrates how to use the word 'transference'.
transferred,	トラディショナル,I transferred the report.
transferring,	伝統主義者,They are transferring the results.
transfers,	伝統的,We found several transfers.
Sublist 3 of Academic Word List,	伝統,This example illustrates how to use the word 'Sublist 3 of Academic Word List'.
alternative,移転,This example illustrates how to use the word 'alternative'.
alternatively,	譲渡,This example illustrates how to use the word 'alternatively'.
alternatives,	転移,We found several alternatives.
circumstance,	転送,This example illustrates how to use the word 'circumstance'.
circumstances,	転送,We found several circumstances.
comment,	転送,This example illustrates how to use the word 'comment'.
commentaries,,We found several commentaries.
commentary,アカデミックワードリストのサブリスト3,This example illustrates how to use the word 'commentary'.
commentator,,She is an commentator.
commentators,,We found several commentators.
commented,オルターナティブ,I commented the report.
commenting,	また,They are commenting the results.
comments,	選択肢,We found several comments.
compensate,事情,This example illustrates how to use the word 'compensate'.
compensated,	状況,I compensated the report.
compensates,コメント,We found several compensates.
compensating,	論評,They are compensating the results.
compensation,	解説,This example illustrates how to use the word 'compensation'.
compensations,	コメンテーター,We found several compensations.
compensatory,	コメンテーター,This example illustrates how to use the word 'compensatory'.
component,	コメント,This example illustrates how to use the word 'component'.
componentry,	コメント,This example illustrates how to use the word 'componentry'.
components,	コメント,We found several components.
consent,補償する,This example illustrates how to use the word 'consent'.
consensus,	補償,We found several consensus.
consented,	補正,I consented the report.
consenting,	補償,They are consenting the results.
consents,	補償,We found several consents.
considerable,	補償,This example illustrates how to use the word 'considerable'.
considerably,	代償,This example illustrates how to use the word 'considerably'.
constant,コンポーネント,This example illustrates how to use the word 'constant'.
constancy,	コンポーネント,This example illustrates how to use the word 'constancy'.
constantly,	コンポーネント,This example illustrates how to use the word 'constantly'.
constants,同意,We found several constants.
inconstancy,	コンセンサス,This example illustrates how to use the word 'inconstancy'.
inconstantly,	同意,This example illustrates how to use the word 'inconstantly'.
constrain,	同意,This example illustrates how to use the word 'constrain'.
constrained,	同意,I constrained the report.
constraining,かなり,They are constraining the results.
constrains,	大分,We found several constrains.
constraint,定数,This example illustrates how to use the word 'constraint'.
constraints,	恒常,We found several constraints.
unconstrained,	絶えず,I unconstrained the report.
contribute,	定数,This example illustrates how to use the word 'contribute'.
contributed,	心変わり,I contributed the report.
contributes,	不定休,We found several contributes.
contributing,制約,They are contributing the results.
contribution,	制約,This example illustrates how to use the word 'contribution'.
contributions,	制約,We found several contributions.
contributor,	制約,She is an contributor.
contributors,	制約,We found several contributors.
convene,	制約,This example illustrates how to use the word 'convene'.
convention,	洒脱,This example illustrates how to use the word 'convention'.
convenes,貢献する,We found several convenes.
convened,	貢献,I convened the report.
convening,	貢献,They are convening the results.
conventional,	貢献,This example illustrates how to use the word 'conventional'.
conventionally,	寄付,This example illustrates how to use the word 'conventionally'.
conventions,	貢献,We found several conventions.
unconventional,	投稿者,This example illustrates how to use the word 'unconventional'.
coordinate,	貢献,This example illustrates how to use the word 'coordinate'.
coordinated,呼び集める,I coordinated the report.
coordinates,	大会,We found several coordinates.
coordinating,	規則	,They are coordinating the results.
coordination,	招集,This example illustrates how to use the word 'coordination'.
coordinator,	招集,She is an coordinator.
coordinators,	コンベンショナル,We found several coordinators.
co-ordinate,	従来は,This example illustrates how to use the word 'co-ordinate'.
co ordinated,	規則,I co ordinated the report.
co ordinates,	奇抜,We found several co ordinates.
co ordinating,座標,They are co ordinating the results.
co ordination,	調整,This example illustrates how to use the word 'co ordination'.
co ordinator,	座標,She is an co ordinator.
co ordinators,	調整,We found several co ordinators.
core,	コーディネーション,This example illustrates how to use the word 'core'.
cores,	コーディネーター,We found several cores.
coring,	コーディネーター,They are coring the results.
cored,	コーディネート,I cored the report.
corporate,	調整,This example illustrates how to use the word 'corporate'.
corporates,	座標,We found several corporates.
corporation,	調整,This example illustrates how to use the word 'corporation'.
corporations,	コーディネーション,We found several corporations.
correspond,	コーディネーター,This example illustrates how to use the word 'correspond'.
corresponded,	コーディネーター,I corresponded the report.
correspondence,コア,This example illustrates how to use the word 'correspondence'.
corresponding,	コア,They are corresponding the results.
correspondingly,	コアリング,This example illustrates how to use the word 'correspondingly'.
corresponds,	入り,We found several corresponds.
criteria,企業,This example illustrates how to use the word 'criteria'.
criterion,	法人,This example illustrates how to use the word 'criterion'.
deduce,	会社,This example illustrates how to use the word 'deduce'.
deduced,	企業,I deduced the report.
deduces,対応,We found several deduces.
deducing,	対応,They are deducing the results.
deduction,	対応,This example illustrates how to use the word 'deduction'.
deductions,	該当,We found several deductions.
demonstrate,	対応,This example illustrates how to use the word 'demonstrate'.
demonstrable,	対応,This example illustrates how to use the word 'demonstrable'.
demonstrably,条件,This example illustrates how to use the word 'demonstrably'.
demonstrated,	基準,I demonstrated the report.
demonstrates,推測,We found several demonstrates.
demonstrating,	推定,They are demonstrating the results.
demonstration,	推論,This example illustrates how to use the word 'demonstration'.
demonstrations,	控除,We found several demonstrations.
demonstrative,	控除,This example illustrates how to use the word 'demonstrative'.
demonstratively,	控除,This example illustrates how to use the word 'demonstratively'.
demonstrator,証明する,She is an demonstrator.
demonstrators,	実証,We found several demonstrators.
document,	明白,This example illustrates how to use the word 'document'.
documentation,	実証,This example illustrates how to use the word 'documentation'.
documented,	示します,I documented the report.
documenting,	示す,They are documenting the results.
documents,	デモ,We found several documents.
dominate,	デモ,This example illustrates how to use the word 'dominate'.
dominance,	指示詞,This example illustrates how to use the word 'dominance'.
dominant,	デモンストレーション的に,This example illustrates how to use the word 'dominant'.
dominated,	デモンストレーター,I dominated the report.
dominates,	デモ 隊,We found several dominates.
dominating,文書,They are dominating the results.
domination,	ドキュメンテーション,This example illustrates how to use the word 'domination'.
emphasis,	記載,We found several emphasis.
emphasise,	文書,This example illustrates how to use the word 'emphasise'.
emphasised,	書類,I emphasised the report.
emphasising,支配する,They are emphasising the results.
emphasize,	優性,Teachers often emphasize the importance of reading.
emphasized,	ドミナント,I emphasized the report.
emphasizes,	支配,We found several emphasizes.
emphasizing,	支配,They are emphasizing the results.
emphatic,	支配,This example illustrates how to use the word 'emphatic'.
emphatically,	支配,This example illustrates how to use the word 'emphatically'.
ensure,強調,This example illustrates how to use the word 'ensure'.
ensured,	強調,I ensured the report.
ensures,	強調,We found several ensures.
ensuring,	強調,They are ensuring the results.
exclude,	強調する,This example illustrates how to use the word 'exclude'.
excluded,	強調,I excluded the report.
excludes,	強調,We found several excludes.
excluding,	強調,They are excluding the results.
exclusion,	強調,This example illustrates how to use the word 'exclusion'.
exclusionary,	きっぱり,This example illustrates how to use the word 'exclusionary'.
exclusionist,確保,This example illustrates how to use the word 'exclusionist'.
exclusions,	確保,We found several exclusions.
exclusive,	により,This example illustrates how to use the word 'exclusive'.
exclusively,	確保,This example illustrates how to use the word 'exclusively'.
framework,除外する,This example illustrates how to use the word 'framework'.
frameworks,	除外,We found several frameworks.
fund,	除外,This example illustrates how to use the word 'fund'.
funded,	除く,I funded the report.
funder,	除外,She is an funder.
funders,	排他的,We found several funders.
funding,	排他主義者,They are funding the results.
funds,	除外,We found several funds.
illustrate,	排他的,This chart helps to illustrate the point.
illustrated,	だけ,I illustrated the report.
illustrates,フレームワーク,We found several illustrates.
illustrating,	フレームワーク,They are illustrating the results.
illustration,基金,This example illustrates how to use the word 'illustration'.
illustrations,	資金,We found several illustrations.
illustrative,	資金提供者,This example illustrates how to use the word 'illustrative'.
immigrate,	出資,This example illustrates how to use the word 'immigrate'.
immigrant,	融資,This example illustrates how to use the word 'immigrant'.
immigrants,	元手,We found several immigrants.
immigrated,説明,I immigrated the report.
immigrates,	示す,We found several immigrates.
immigrating,	示します,They are immigrating the results.
immigration,	示す,This example illustrates how to use the word 'immigration'.
imply,	図,This example illustrates how to use the word 'imply'.
implied,	イラスト,I implied the report.
implies,	例示,We found several implies.
implying,移民する,They are implying the results.
initial,	移民,This example illustrates how to use the word 'initial'.
initially,	移民,This example illustrates how to use the word 'initially'.
instance,	移住,This example illustrates how to use the word 'instance'.
instances,	移民,We found several instances.
interact,	移住,This example illustrates how to use the word 'interact'.
interacted,	イミグレーション,I interacted the report.
interacting,ほのめかす,They are interacting the results.
interaction,	暗黙,This example illustrates how to use the word 'interaction'.
interactions,	意味,We found several interactions.
interactive,	意味,This example illustrates how to use the word 'interactive'.
interactively,イニシャル,This example illustrates how to use the word 'interactively'.
interacts,	最初,We found several interacts.
justify,例,This example illustrates how to use the word 'justify'.
justifiable,	インスタンス,This example illustrates how to use the word 'justifiable'.
justifiably,相呼応する,This example illustrates how to use the word 'justifiably'.
justification,	相互 作用,This example illustrates how to use the word 'justification'.
justifications,	相互 作用,We found several justifications.
justified,	相互作用,I justified the report.
justifies,	相互 作用,We found several justifies.
justifying,	インテラクティブ,They are justifying the results.
unjustified,	対話的,I unjustified the report.
layer,	対話,She is an layer.
layered,言い開く,I layered the report.
layering,	正当,They are layering the results.
layers,	正当,We found several layers.
link,	ジャスティフィケーション,This example illustrates how to use the word 'link'.
linkage,	正当 化,This example illustrates how to use the word 'linkage'.
linkages,	正当 化,We found several linkages.
linked,	正当 化,I linked the report.
linking,	正当 化,They are linking the results.
links,	不当,We found several links.
locate,層,This example illustrates how to use the word 'locate'.
located,	層状,I located the report.
locating,	取り木,They are locating the results.
location,	層,This example illustrates how to use the word 'location'.
locations,リンク,We found several locations.
relocate,	連動,This example illustrates how to use the word 'relocate'.
relocated,	連携,I relocated the report.
relocates,	リンク,We found several relocates.
relocating,	リンク,They are relocating the results.
relocation,	リンクス,This example illustrates how to use the word 'relocation'.
maximise,見付ける,This example illustrates how to use the word 'maximise'.
max,	位置,This example illustrates how to use the word 'max'.
maximised,	検索,I maximised the report.
maximises,	場所,We found several maximises.
maximising,	場所,They are maximising the results.
maximisation,	移転,This example illustrates how to use the word 'maximisation'.
maximize,	移転,This example illustrates how to use the word 'maximize'.
maximized,	移転,I maximized the report.
maximizes,	移転,We found several maximizes.
maximizing,	移転,They are maximizing the results.
maximization,最大限,This example illustrates how to use the word 'maximization'.
maximum,	マックス,This example illustrates how to use the word 'maximum'.
minor,	最大化,She is an minor.
minorities,	最大,We found several minorities.
minority,	最大限,This example illustrates how to use the word 'minority'.
minors,	最大化,We found several minors.
negate,	最大化する,This example illustrates how to use the word 'negate'.
negative,	最大,This example illustrates how to use the word 'negative'.
negated,	マキシム,I negated the report.
negates,	最大,We found several negates.
negating,	最大化,They are negating the results.
negatively,	最大,This example illustrates how to use the word 'negatively'.
negatives,マイナー,We found several negatives.
outcome,	少数,This example illustrates how to use the word 'outcome'.
outcomes,	少数,We found several outcomes.
partner,	未成年 者,She is an partner.
partners,打ち消す,We found several partners.
partnership,	－,This example illustrates how to use the word 'partnership'.
partnerships,	否定,We found several partnerships.
philosophy,	否定,This example illustrates how to use the word 'philosophy'.
philosopher,	否定,She is an philosopher.
philosophers,	負,We found several philosophers.
philosophical,	ネガ,This example illustrates how to use the word 'philosophical'.
philosophically,結果,This example illustrates how to use the word 'philosophically'.
philosophies,	結果,We found several philosophies.
philosophise,パートナー,This example illustrates how to use the word 'philosophise'.
philosophised,	パートナー,I philosophised the report.
philosophises,	パートナーシップ,We found several philosophises.
philosophising,	パートナーシップ,They are philosophising the results.
philosophize,哲学,This example illustrates how to use the word 'philosophize'.
philosophized,	哲人,I philosophized the report.
philosophizes,	哲学 者,We found several philosophizes.
philosophizing,	哲学的,They are philosophizing the results.
physical,	哲学,This example illustrates how to use the word 'physical'.
physically,	哲学,This example illustrates how to use the word 'physically'.
proportion,	フィロソフィー,This example illustrates how to use the word 'proportion'.
disproportion,	哲学的,This example illustrates how to use the word 'disproportion'.
disproportionate,	哲学的,This example illustrates how to use the word 'disproportionate'.
disproportionately,	哲学,This example illustrates how to use the word 'disproportionately'.
proportional,	思索,This example illustrates how to use the word 'proportional'.
proportionally,	哲学的,This example illustrates how to use the word 'proportionally'.
proportionate,	哲学,This example illustrates how to use the word 'proportionate'.
proportionately,	哲学,This example illustrates how to use the word 'proportionately'.
proportions,形而下,We found several proportions.
publish,	物理的,This example illustrates how to use the word 'publish'.
published,比率,I published the report.
publisher,	不均衡,She is an publisher.
publishers,	不均衡,We found several publishers.
publishes,	偏って,We found several publishes.
publishing,	比例,They are publishing the results.
unpublished,	比例,I unpublished the report.
react,	比例,This example illustrates how to use the word 'react'.
reacted,	比例,I reacted the report.
reacts,	割合,We found several reacts.
reacting,著す,They are reacting the results.
reaction,	公開,This example illustrates how to use the word 'reaction'.
reactionaries,	発行者,We found several reactionaries.
reactionary,	出版 社,This example illustrates how to use the word 'reactionary'.
reactions,	発行,We found several reactions.
reactive,	出版,This example illustrates how to use the word 'reactive'.
reactivate,	未発表,This example illustrates how to use the word 'reactivate'.
reactivation,反応する,This example illustrates how to use the word 'reactivation'.
reactor,	反応,She is an reactor.
reactors,	反応,We found several reactors.
register,	反応,She is an register.
deregister,	反応,She is an deregister.
deregistered,	反動,I deregistered the report.
deregistering,	反動,They are deregistering the results.
deregisters,	反応,We found several deregisters.
deregistration,	反応,This example illustrates how to use the word 'deregistration'.
registered,	再 アクティブ 化,I registered the report.
registering,	再 アクティブ 化,They are registering the results.
registers,	原子炉,We found several registers.
registration,	原子炉,This example illustrates how to use the word 'registration'.
rely,登録する,This example illustrates how to use the word 'rely'.
reliability,	登録解除,This example illustrates how to use the word 'reliability'.
reliable,	登録抹消,This example illustrates how to use the word 'reliable'.
reliably,	登録解除,This example illustrates how to use the word 'reliably'.
reliance,	登録解除,This example illustrates how to use the word 'reliance'.
reliant,	登録解除,This example illustrates how to use the word 'reliant'.
relied,	登録,I relied the report.
relies,	登録,We found several relies.
relying,	レジスタ,They are relying the results.
unreliable,	登録,This example illustrates how to use the word 'unreliable'.
remove,頼る,This example illustrates how to use the word 'remove'.
removable,	確実,This example illustrates how to use the word 'removable'.
removal,	頼もしい,This example illustrates how to use the word 'removal'.
removals,	確実,We found several removals.
removed,	信頼,I removed the report.
removes,	リライアント,We found several removes.
removing,	頼って,They are removing the results.
scheme,	依存,This example illustrates how to use the word 'scheme'.
schematic,	頼る,This example illustrates how to use the word 'schematic'.
schematically,	危うい,This example illustrates how to use the word 'schematically'.
schemed,取り去る,I schemed the report.
schemes,	リムーバブル,We found several schemes.
scheming,	除去,They are scheming the results.
sequence,	削除,This example illustrates how to use the word 'sequence'.
sequenced,	削除,I sequenced the report.
sequences,	削除,We found several sequences.
sequencing,	削除,They are sequencing the results.
sequential,計画,This example illustrates how to use the word 'sequential'.
sequentially,	スケマティック,This example illustrates how to use the word 'sequentially'.
sex,	概略的に,This example illustrates how to use the word 'sex'.
sexes,	スキーム,We found several sexes.
sexism,	スキーム,This example illustrates how to use the word 'sexism'.
sexual,	工夫,This example illustrates how to use the word 'sexual'.
sexuality,順序,This example illustrates how to use the word 'sexuality'.
sexually,	シーケンス,This example illustrates how to use the word 'sexually'.
shift,	シーケンス,This example illustrates how to use the word 'shift'.
shifted,	シークエンシング,I shifted the report.
shifting,	シーケンシャル,They are shifting the results.
shifts,	順次,We found several shifts.
specify,性,This example illustrates how to use the word 'specify'.
specifiable,	男女,This example illustrates how to use the word 'specifiable'.
specified,	性差別,I specified the report.
specifies,	性的,We found several specifies.
specifying,	有性,They are specifying the results.
unspecified,	性的,I unspecified the report.
sufficient,動く,This example illustrates how to use the word 'sufficient'.
sufficiency,	シフト,This example illustrates how to use the word 'sufficiency'.
insufficient,	シフト,This example illustrates how to use the word 'insufficient'.
insufficiently,	シフト,This example illustrates how to use the word 'insufficiently'.
sufficiently,指定,This example illustrates how to use the word 'sufficiently'.
task,	指定可能,This example illustrates how to use the word 'task'.
tasks,	指定,We found several tasks.
technical,	指定,This example illustrates how to use the word 'technical'.
technically,	指定,This example illustrates how to use the word 'technically'.
technique,	未指定,This example illustrates how to use the word 'technique'.
techniques,足りる,We found several techniques.
technology,	充足,This example illustrates how to use the word 'technology'.
technological,	不十分,This example illustrates how to use the word 'technological'.
technologically,	不十分,This example illustrates how to use the word 'technologically'.
valid,	十分,This example illustrates how to use the word 'valid'.
invalidate,タスク,This example illustrates how to use the word 'invalidate'.
invalidity,	用事,This example illustrates how to use the word 'invalidity'.
validate,テクニカル,This example illustrates how to use the word 'validate'.
validated,	技術的,I validated the report.
validating,技術,They are validating the results.
validation,	技術,This example illustrates how to use the word 'validation'.
validity,テクノロジー,This example illustrates how to use the word 'validity'.
validly,	技術,This example illustrates how to use the word 'validly'.
volume,	技術的,This example illustrates how to use the word 'volume'.
volumes,有効,We found several volumes.
vol,	無効,This example illustrates how to use the word 'vol'.
Sublist 4 of the Academic Word List,	無効,This example illustrates how to use the word 'Sublist 4 of the Academic Word List'.
access,	検証,This example illustrates how to use the word 'access'.
accessed,	検証,I accessed the report.
accesses,	検証,We found several accesses.
accessibility,	検証,This example illustrates how to use the word 'accessibility'.
accessible,	有効,This example illustrates how to use the word 'accessible'.
accessing,	有効,They are accessing the results.
inaccessible,容積,This example illustrates how to use the word 'inaccessible'.
adequate,	ボリューム,This example illustrates how to use the word 'adequate'.
adequacy,	ボリューム,This example illustrates how to use the word 'adequacy'.
adequately,,This example illustrates how to use the word 'adequately'.
inadequacies,,We found several inadequacies.
inadequacy,,This example illustrates how to use the word 'inadequacy'.
inadequate,アカデミックワードリストのサブリスト4,This example illustrates how to use the word 'inadequate'.
inadequately,,This example illustrates how to use the word 'inadequately'.
annual,アクセス,This example illustrates how to use the word 'annual'.
annually,	アクセス,This example illustrates how to use the word 'annually'.
apparent,	アクセス,This example illustrates how to use the word 'apparent'.
apparently,	アクセシビリティ,This example illustrates how to use the word 'apparently'.
approximate,	アクセス,This example illustrates how to use the word 'approximate'.
approximated,	アクセス,I approximated the report.
approximately,	アクセス,This example illustrates how to use the word 'approximately'.
approximates,十分,We found several approximates.
approximating,	剴切,They are approximating the results.
approximation,	十分,This example illustrates how to use the word 'approximation'.
approximations,	不備,We found several approximations.
attitude,	不適当,This example illustrates how to use the word 'attitude'.
attitudes,	不十分,We found several attitudes.
attribute,	不十分,This example illustrates how to use the word 'attribute'.
attributable,一年生,This example illustrates how to use the word 'attributable'.
attributed,	毎年,I attributed the report.
attributes,一目瞭然,We found several attributes.
attributing,	どうやら,They are attributing the results.
attribution,アバウト,This example illustrates how to use the word 'attribution'.
civil,	近似,This example illustrates how to use the word 'civil'.
code,	約,This example illustrates how to use the word 'code'.
coded,	近似,I coded the report.
codes,	近似,We found several codes.
coding,	近似,They are coding the results.
commit,	近似,This example illustrates how to use the word 'commit'.
commitment,姿勢,This example illustrates how to use the word 'commitment'.
commitments,	態度,We found several commitments.
commits,属性,We found several commits.
committed,	起因,I committed the report.
committing,	起因,They are committing the results.
communicate,	属性,They communicate by email daily.
communicable,	帰,This example illustrates how to use the word 'communicable'.
communicated,	帰属,I communicated the report.
communicates,民事上,We found several communicates.
communicating,コード,They are communicating the results.
communication,	コード,This example illustrates how to use the word 'communication'.
communications,	コード,We found several communications.
communicative,	コーディング,This example illustrates how to use the word 'communicative'.
communicatively,犯す,This example illustrates how to use the word 'communicatively'.
uncommunicative,	言質,This example illustrates how to use the word 'uncommunicative'.
concentrate,	コミットメント,This example illustrates how to use the word 'concentrate'.
concentrated,	コミット,I concentrated the report.
concentrates,	コミット,We found several concentrates.
concentrating,	コミット,They are concentrating the results.
concentration,伝える,This example illustrates how to use the word 'concentration'.
confer,	伝染,She is an confer.
conference,	伝達,This example illustrates how to use the word 'conference'.
conferences,	通信,We found several conferences.
conferred,	通信,I conferred the report.
conferring,	通信,They are conferring the results.
confers,	通信,We found several confers.
contrast,	コミュニケーション,This example illustrates how to use the word 'contrast'.
contrasted,	コミュニケーション,I contrasted the report.
contrasting,	コミュニケーションが取れない,They are contrasting the results.
contrastive,凝らす,This example illustrates how to use the word 'contrastive'.
contrasts,	耑,We found several contrasts.
cycle,	集中,This example illustrates how to use the word 'cycle'.
cycled,	集中,I cycled the report.
cycles,	濃度,We found several cycles.
cyclic,諮る,This example illustrates how to use the word 'cyclic'.
cyclical,	会議,This example illustrates how to use the word 'cyclical'.
cycling,	カンファレンス,They are cycling the results.
debate,	授与,This example illustrates how to use the word 'debate'.
debatable,	授与,This example illustrates how to use the word 'debatable'.
debated,	与える,I debated the report.
debates,対照,We found several debates.
debating,	対照 的,They are debating the results.
despite,	対照的な,This example illustrates how to use the word 'despite'.
dimension,	対照,This example illustrates how to use the word 'dimension'.
dimensional,	コントラスト,This example illustrates how to use the word 'dimensional'.
dimensions,サイクル,We found several dimensions.
multidimensional,	循環,This example illustrates how to use the word 'multidimensional'.
domestic,	サイクル,This example illustrates how to use the word 'domestic'.
domestically,	サイクリック,This example illustrates how to use the word 'domestically'.
domesticate,	循環,This example illustrates how to use the word 'domesticate'.
domesticated,	サイクリング,I domesticated the report.
domesticating,討論,They are domesticating the results.
domestics,	余地,We found several domestics.
emerge,	議論,This example illustrates how to use the word 'emerge'.
emerged,	議論,I emerged the report.
emergence,	議論,This example illustrates how to use the word 'emergence'.
emergent,にもかかわらず,This example illustrates how to use the word 'emergent'.
emerges,次元,We found several emerges.
emerging,	次元の,They are emerging the results.
error,	寸法,She is an error.
erroneous,	多次元,We found several erroneous.
erroneously,国内,This example illustrates how to use the word 'erroneously'.
errors,	国内,We found several errors.
ethnic,	飼いならす,This example illustrates how to use the word 'ethnic'.
ethnicity,	家畜,This example illustrates how to use the word 'ethnicity'.
goal,	家畜化,This example illustrates how to use the word 'goal'.
goals,	国内,We found several goals.
grant,現れる,This example illustrates how to use the word 'grant'.
granted,	現れた,I granted the report.
granting,	現出,They are granting the results.
grants,	新興の,We found several grants.
hence,	現れる,This example illustrates how to use the word 'hence'.
hypothesis,	新興,We found several hypothesis.
hypotheses,エラー,We found several hypotheses.
hypothesise,	誤った,This example illustrates how to use the word 'hypothesise'.
hypothesised,	誤って,I hypothesised the report.
hypothesises,	エラー,We found several hypothesises.
hypothesising,エスニック,They are hypothesising the results.
hypothesize,	エスニシティ,This example illustrates how to use the word 'hypothesize'.
hypothesized,ゴール,I hypothesized the report.
hypothesizes,	目標,We found several hypothesizes.
hypothesizing,叶える,They are hypothesizing the results.
hypothetical,	付与,This example illustrates how to use the word 'hypothetical'.
hypothetically,	付与,This example illustrates how to use the word 'hypothetically'.
implement,	補助 金,The company will implement the new policy next week.
implementation,従って,This example illustrates how to use the word 'implementation'.
implemented,仮説,I implemented the report.
implementing,	仮説,They are implementing the results.
implements,	仮説,We found several implements.
implicate,	仮説,This example illustrates how to use the word 'implicate'.
implicated,	仮説,I implicated the report.
implicates,	仮説を立てる,We found several implicates.
implicating,	仮定する,They are implicating the results.
implication,	仮説,This example illustrates how to use the word 'implication'.
implications,	仮説を立てる,We found several implications.
impose,	仮説を立てる,This example illustrates how to use the word 'impose'.
imposed,	仮定の,I imposed the report.
imposes,	仮に,We found several imposes.
imposing,道具,They are imposing the results.
imposition,	実装,This example illustrates how to use the word 'imposition'.
integrate,	実装,This example illustrates how to use the word 'integrate'.
integrated,	実装,I integrated the report.
integrates,	用具,We found several integrates.
integrating,拕,They are integrating the results.
integration,	関与,This example illustrates how to use the word 'integration'.
internal,	関与,This example illustrates how to use the word 'internal'.
internalise,	関与させる,This example illustrates how to use the word 'internalise'.
internalised,	含意,I internalised the report.
internalises,	影響,We found several internalises.
internalising,課す,They are internalising the results.
internalize,	課せ られた,This example illustrates how to use the word 'internalize'.
internalized,	課す,I internalized the report.
internalizes,	堂堂,We found several internalizes.
internalizing,	課税,They are internalizing the results.
internally,統合,This example illustrates how to use the word 'internally'.
investigate,	統合,This example illustrates how to use the word 'investigate'.
investigated,	統合,I investigated the report.
investigates,	統合,We found several investigates.
investigating,	統合,They are investigating the results.
investigation,国内,This example illustrates how to use the word 'investigation'.
investigations,	社内,We found several investigations.
investigative,	内面化,This example illustrates how to use the word 'investigative'.
investigator,	社内,She is an investigator.
investigators,	内面化,We found several investigators.
job,	内面化する,This example illustrates how to use the word 'job'.
jobs,	内面,We found several jobs.
label,	内面化,This example illustrates how to use the word 'label'.
labeled,	内在化,I labeled the report.
labeling,	内部的,They are labeling the results.
labelled,調べる,I labelled the report.
labelling,	調査,They are labelling the results.
labels,	調査,We found several labels.
mechanism,	偵知,This example illustrates how to use the word 'mechanism'.
mechanisms,	究明,We found several mechanisms.
obvious,	調査,We found several obvious.
obviously,	調査,This example illustrates how to use the word 'obviously'.
occupy,	探偵,This example illustrates how to use the word 'occupy'.
occupancy,	調査 官,This example illustrates how to use the word 'occupancy'.
occupant,仕事,This example illustrates how to use the word 'occupant'.
occupants,	ジョブ,We found several occupants.
occupation,ラベル,This example illustrates how to use the word 'occupation'.
occupational,	ラベル,This example illustrates how to use the word 'occupational'.
occupations,	ラベリング,We found several occupations.
occupied,	ラベル,I occupied the report.
occupier,	ラベリング,She is an occupier.
occupiers,	ラベル,We found several occupiers.
occupies,機構,We found several occupies.
occupying,	メカニズム,They are occupying the results.
option,一目瞭然,This example illustrates how to use the word 'option'.
optional,	明らかに,This example illustrates how to use the word 'optional'.
options,占める,We found several options.
output,	駐屯,This example illustrates how to use the word 'output'.
outputs,	乗員,We found several outputs.
overall,	乗員,This example illustrates how to use the word 'overall'.
parallel,	職業,This example illustrates how to use the word 'parallel'.
paralleled,	労働,I paralleled the report.
parallelled,	職業,I parallelled the report.
parallelling,	忙しい,They are parallelling the results.
parallels,	占有者,We found several parallels.
unparalleled,	占領,I unparalleled the report.
parameter,	占める,She is an parameter.
parameters,	占領,We found several parameters.
phase,オプション,This example illustrates how to use the word 'phase'.
phased,	随意,I phased the report.
phases,	オプション,We found several phases.
phasing,アウトプット,They are phasing the results.
predict,	出力,It's hard to predict the outcome.
predictability,全,This example illustrates how to use the word 'predictability'.
predictable,並列,This example illustrates how to use the word 'predictable'.
predictably,	比類,This example illustrates how to use the word 'predictably'.
predicted,	パラレル,I predicted the report.
predicting,	パラレルリング,They are predicting the results.
prediction,	平行線,This example illustrates how to use the word 'prediction'.
predictions,	無双,We found several predictions.
