English,Japanese,context
deregulated,	範囲,I deregulated the report.
deregulates,	まで,We found several deregulates.
deregulating,地域,They are deregulating the results.
deregulation,	リージョナル,Deregulation is used frequently in academic and everyday English.
regulated,	地方,I regulated the report.
regulates,	地域,We found several regulates.
regulating,治,They are regulating the results.
regulation,	規制 緩和,Regulation is used frequently in academic and everyday English.
regulations,	規制緩和,We found several regulations.
regulator,	規制緩和,She is an regulator.
regulators,	ディレギュレーション,We found several regulators.
regulatory,	規制,Regulatory is used frequently in academic and everyday English.
unregulated,	調節,I unregulated the report.
relevant,	規制,Relevant is used frequently in academic and everyday English.
irrelevance,	規制,Irrelevance is used frequently in academic and everyday English.
irrelevant,	規則,Irrelevant is used frequently in academic and everyday English.
relevance,	制御器,Relevance is used frequently in academic and everyday English.
reside,	レギュレータ,Reside is used frequently in academic and everyday English.
resided,	規制,I resided the report.
residence,	野放図な,Residence is used frequently in academic and everyday English.
resident,関連した,Resident is used frequently in academic and everyday English.
residential,	見当違い,Residential is used frequently in academic and everyday English.
residents,	無関係,We found several residents.
resides,	関連性,We found several resides.
residing,住む,They are residing the results.
resource,	住んで,Resource is used frequently in academic and everyday English.
resourced,	居住,I resourced the report.
resourceful,	住民,Resourceful is used frequently in academic and everyday English.
resources,	住宅,We found several resources.
resourcing,	住民,They are resourcing the results.
unresourceful,	存在,Unresourceful is used frequently in academic and everyday English.
under-resourced,	居住,I under-resourced the report.
restrict,資源,Restrict is used frequently in academic and everyday English.
restricted,	リソース供給,I restricted the report.
restricting,	才略の有る,They are restricting the results.
restriction,	リソース,Restriction is used frequently in academic and everyday English.
restrictions,	リソーシング,We found several restrictions.
restrictive,	機知に乏しい,Restrictive is used frequently in academic and everyday English.
restrictively,	リソース不足,Restrictively is used frequently in academic and everyday English.
restricts,限る,We found several restricts.
unrestricted,	制限,I unrestricted the report.
unrestrictive,	制限,Unrestrictive is used frequently in academic and everyday English.
secure,	拘束,Secure is used frequently in academic and everyday English.
insecure,	制限,Insecure is used frequently in academic and everyday English.
insecurities,	限定的,We found several insecurities.
insecurity,	制限的に,Insecurity is used frequently in academic and everyday English.
secured,	制限,I secured the report.
securely,	無制限,Securely is used frequently in academic and everyday English.
secures,	制限なし,We found several secures.
securing,牢,They are securing the results.
securities,	不安,We found several securities.
security,	不安,Security is used frequently in academic and everyday English.
seek,	不安,Seek is used frequently in academic and everyday English.
seeking,	確保,They are seeking the results.
seeks,	安全,We found several seeks.
sought,	確保,Sought is used frequently in academic and everyday English.
select,	確保,Select the best answer.
selected,	証券,I selected the report.
selecting,	安全,They are selecting the results.
selection,探す,Selection is used frequently in academic and everyday English.
selections,	求めて,We found several selections.
selective,	シーク,Selective is used frequently in academic and everyday English.
selectively,	求めた,Selectively is used frequently in academic and everyday English.
selector,選ぶ,She is an selector.
selectors,	入選,We found several selectors.
selects,	選択,We found several selects.
site,	選定,Site is used frequently in academic and everyday English.
sites,	選択,We found several sites.
strategy,	選択,Strategy is used frequently in academic and everyday English.
strategic,	選択,Strategic is used frequently in academic and everyday English.
strategies,	セレクタ,We found several strategies.
strategically,	セレクター,Strategically is used frequently in academic and everyday English.
strategist,	選択,Strategist is used frequently in academic and everyday English.
strategists,敷地,We found several strategists.
survey,	サイト,Survey is used frequently in academic and everyday English.
surveyed,戦略,I surveyed the report.
surveying,	戦略的な,They are surveying the results.
surveys,	戦略,We found several surveys.
text,	戦略 的,Text is used frequently in academic and everyday English.
texts,	戦略家,We found several texts.
textual,	戦略,Textual is used frequently in academic and everyday English.
tradition,アンケート,Tradition is used frequently in academic and everyday English.
non traditional,	調査,Non traditional is used frequently in academic and everyday English.
traditional,	測量,Traditional is used frequently in academic and everyday English.
traditionalist,	調査,Traditionalist is used frequently in academic and everyday English.
traditionally,テキスト,Traditionally is used frequently in academic and everyday English.
traditions,	テキスト,We found several traditions.
transfer,	テキスト,She is an transfer.
transferable,伝統,Transferable is used frequently in academic and everyday English.
transference,	非伝統的な,Transference is used frequently in academic and everyday English.
transferred,	トラディショナル,I transferred the report.
transferring,	伝統主義者,They are transferring the results.
transfers,	伝統的,We found several transfers.
Sublist 3 of Academic Word List,	伝統,Sublist 3 of academic word list is used frequently in academic and everyday English.
alternative,移転,Alternative is used frequently in academic and everyday English.
alternatively,	譲渡,Alternatively is used frequently in academic and everyday English.
alternatives,	転移,We found several alternatives.
circumstance,	転送,Circumstance is used frequently in academic and everyday English.
circumstances,	転送,We found several circumstances.
comment,	転送,Comment is used frequently in academic and everyday English.
commentaries,,We found several commentaries.
commentary,アカデミックワードリストのサブリスト3,Commentary is used frequently in academic and everyday English.
commentator,,She is an commentator.
commentators,,We found several commentators.
commented,オルターナティブ,I commented the report.
commenting,	また,They are commenting the results.
comments,	選択肢,We found several comments.
compensate,事情,Compensate is used frequently in academic and everyday English.
compensated,	状況,I compensated the report.
compensates,コメント,We found several compensates.
compensating,	論評,They are compensating the results.
compensation,	解説,Compensation is used frequently in academic and everyday English.
compensations,	コメンテーター,We found several compensations.
compensatory,	コメンテーター,Compensatory is used frequently in academic and everyday English.
component,	コメント,Component is used frequently in academic and everyday English.
componentry,	コメント,Componentry is used frequently in academic and everyday English.
components,	コメント,We found several components.
consent,補償する,Consent is used frequently in academic and everyday English.
consensus,	補償,We found several consensus.
consented,	補正,I consented the report.
consenting,	補償,They are consenting the results.
consents,	補償,We found several consents.
considerable,	補償,Considerable is used frequently in academic and everyday English.
considerably,	代償,Considerably is used frequently in academic and everyday English.
constant,コンポーネント,Constant is used frequently in academic and everyday English.
constancy,	コンポーネント,Constancy is used frequently in academic and everyday English.
constantly,	コンポーネント,Constantly is used frequently in academic and everyday English.
constants,同意,We found several constants.
inconstancy,	コンセンサス,Inconstancy is used frequently in academic and everyday English.
inconstantly,	同意,Inconstantly is used frequently in academic and everyday English.
constrain,	同意,Constrain is used frequently in academic and everyday English.
constrained,	同意,I constrained the report.
constraining,かなり,They are constraining the results.
constrains,	大分,We found several constrains.
constraint,定数,Constraint is used frequently in academic and everyday English.
constraints,	恒常,We found several constraints.
unconstrained,	絶えず,I unconstrained the report.
contribute,	定数,Everyone was asked to contribute ideas to the plan.
contributed,	心変わり,I contributed the report.
contributes,	不定休,We found several contributes.
contributing,制約,They are contributing the results.
contribution,	制約,Contribution is used frequently in academic and everyday English.
contributions,	制約,We found several contributions.
contributor,	制約,She is an contributor.
contributors,	制約,We found several contributors.
convene,	制約,Convene is used frequently in academic and everyday English.
convention,	洒脱,Convention is used frequently in academic and everyday English.
convenes,貢献する,We found several convenes.
convened,	貢献,I convened the report.
convening,	貢献,They are convening the results.
conventional,	貢献,Conventional is used frequently in academic and everyday English.
conventionally,	寄付,Conventionally is used frequently in academic and everyday English.
conventions,	貢献,We found several conventions.
unconventional,	投稿者,Unconventional is used frequently in academic and everyday English.
coordinate,	貢献,Coordinate is used frequently in academic and everyday English.
coordinated,呼び集める,I coordinated the report.
coordinates,	大会,We found several coordinates.
coordinating,	規則	,They are coordinating the results.
coordination,	招集,Coordination is used frequently in academic and everyday English.
coordinator,	招集,She is an coordinator.
coordinators,	コンベンショナル,We found several coordinators.
co-ordinate,	従来は,Co-ordinate is used frequently in academic and everyday English.
co ordinated,	規則,I co ordinated the report.
co ordinates,	奇抜,We found several co ordinates.
co ordinating,座標,They are co ordinating the results.
co ordination,	調整,Co ordination is used frequently in academic and everyday English.
co ordinator,	座標,She is an co ordinator.
co ordinators,	調整,We found several co ordinators.
core,	コーディネーション,Core is used frequently in academic and everyday English.
cores,	コーディネーター,We found several cores.
coring,	コーディネーター,They are coring the results.
cored,	コーディネート,I cored the report.
corporate,	調整,Corporate is used frequently in academic and everyday English.
corporates,	座標,We found several corporates.
corporation,	調整,Corporation is used frequently in academic and everyday English.
corporations,	コーディネーション,We found several corporations.
correspond,	コーディネーター,Correspond is used frequently in academic and everyday English.
corresponded,	コーディネーター,I corresponded the report.
correspondence,コア,Correspondence is used frequently in academic and everyday English.
corresponding,	コア,They are corresponding the results.
correspondingly,	コアリング,Correspondingly is used frequently in academic and everyday English.
corresponds,	入り,We found several corresponds.
criteria,企業,Criteria is used frequently in academic and everyday English.
criterion,	法人,Criterion is used frequently in academic and everyday English.
deduce,	会社,Deduce is used frequently in academic and everyday English.
deduced,	企業,I deduced the report.
deduces,対応,We found several deduces.
deducing,	対応,They are deducing the results.
deduction,	対応,Deduction is used frequently in academic and everyday English.
deductions,	該当,We found several deductions.
demonstrate,	対応,She will demonstrate how the machine works.
demonstrable,	対応,Demonstrable is used frequently in academic and everyday English.
demonstrably,条件,Demonstrably is used frequently in academic and everyday English.
demonstrated,	基準,I demonstrated the report.
demonstrates,推測,We found several demonstrates.
demonstrating,	推定,They are demonstrating the results.
demonstration,	推論,Demonstration is used frequently in academic and everyday English.
demonstrations,	控除,We found several demonstrations.
demonstrative,	控除,Demonstrative is used frequently in academic and everyday English.
demonstratively,	控除,Demonstratively is used frequently in academic and everyday English.
demonstrator,証明する,She is an demonstrator.
demonstrators,	実証,We found several demonstrators.
document,	明白,Document is used frequently in academic and everyday English.
documentation,	実証,Documentation is used frequently in academic and everyday English.
documented,	示します,I documented the report.
documenting,	示す,They are documenting the results.
documents,	デモ,We found several documents.
dominate,	デモ,Dominate is used frequently in academic and everyday English.
dominance,	指示詞,Dominance is used frequently in academic and everyday English.
dominant,	デモンストレーション的に,Dominant is used frequently in academic and everyday English.
dominated,	デモンストレーター,I dominated the report.
dominates,	デモ 隊,We found several dominates.
dominating,文書,They are dominating the results.
domination,	ドキュメンテーション,Domination is used frequently in academic and everyday English.
emphasis,	記載,We found several emphasis.
emphasise,	文書,Emphasise is used frequently in academic and everyday English.
emphasised,	書類,I emphasised the report.
emphasising,支配する,They are emphasising the results.
emphasize,	優性,Teachers often emphasize the importance of reading.
emphasized,	ドミナント,I emphasized the report.
emphasizes,	支配,We found several emphasizes.
emphasizing,	支配,They are emphasizing the results.
emphatic,	支配,Emphatic is used frequently in academic and everyday English.
emphatically,	支配,Emphatically is used frequently in academic and everyday English.
ensure,強調,Ensure is used frequently in academic and everyday English.
ensured,	強調,I ensured the report.
ensures,	強調,We found several ensures.
ensuring,	強調,They are ensuring the results.
exclude,	強調する,Exclude is used frequently in academic and everyday English.
excluded,	強調,I excluded the report.
excludes,	強調,We found several excludes.
excluding,	強調,They are excluding the results.
exclusion,	強調,Exclusion is used frequently in academic and everyday English.
exclusionary,	きっぱり,Exclusionary is used frequently in academic and everyday English.
exclusionist,確保,Exclusionist is used frequently in academic and everyday English.
exclusions,	確保,We found several exclusions.
exclusive,	により,Exclusive is used frequently in academic and everyday English.
exclusively,	確保,Exclusively is used frequently in academic and everyday English.
framework,除外する,Framework is used frequently in academic and everyday English.
frameworks,	除外,We found several frameworks.
fund,	除外,Fund is used frequently in academic and everyday English.
funded,	除く,I funded the report.
funder,	除外,She is an funder.
funders,	排他的,We found several funders.
funding,	排他主義者,They are funding the results.
funds,	除外,We found several funds.
illustrate,	排他的,This chart helps to illustrate the point.
illustrated,	だけ,I illustrated the report.
illustrates,フレームワーク,We found several illustrates.
illustrating,	フレームワーク,They are illustrating the results.
illustration,基金,Illustration is used frequently in academic and everyday English.
illustrations,	資金,We found several illustrations.
illustrative,	資金提供者,Illustrative is used frequently in academic and everyday English.
immigrate,	出資,Immigrate is used frequently in academic and everyday English.
immigrant,	融資,Immigrant is used frequently in academic and everyday English.
immigrants,	元手,We found several immigrants.
immigrated,説明,I immigrated the report.
immigrates,	示す,We found several immigrates.
immigrating,	示します,They are immigrating the results.
immigration,	示す,Immigration is used frequently in academic and everyday English.
imply,	図,Imply is used frequently in academic and everyday English.
implied,	イラスト,I implied the report.
implies,	例示,We found several implies.
implying,移民する,They are implying the results.
initial,	移民,Initial is used frequently in academic and everyday English.
initially,	移民,Initially is used frequently in academic and everyday English.
instance,	移住,Instance is used frequently in academic and everyday English.
instances,	移民,We found several instances.
interact,	移住,Interact is used frequently in academic and everyday English.
interacted,	イミグレーション,I interacted the report.
interacting,ほのめかす,They are interacting the results.
interaction,	暗黙,Interaction is used frequently in academic and everyday English.
interactions,	意味,We found several interactions.
interactive,	意味,Interactive is used frequently in academic and everyday English.
interactively,イニシャル,Interactively is used frequently in academic and everyday English.
interacts,	最初,We found several interacts.
justify,例,Justify is used frequently in academic and everyday English.
justifiable,	インスタンス,Justifiable is used frequently in academic and everyday English.
justifiably,相呼応する,Justifiably is used frequently in academic and everyday English.
justification,	相互 作用,Justification is used frequently in academic and everyday English.
justifications,	相互 作用,We found several justifications.
justified,	相互作用,I justified the report.
justifies,	相互 作用,We found several justifies.
justifying,	インテラクティブ,They are justifying the results.
unjustified,	対話的,I unjustified the report.
layer,	対話,She is an layer.
layered,言い開く,I layered the report.
layering,	正当,They are layering the results.
layers,	正当,We found several layers.
link,	ジャスティフィケーション,Link is used frequently in academic and everyday English.
linkage,	正当 化,Linkage is used frequently in academic and everyday English.
linkages,	正当 化,We found several linkages.
linked,	正当 化,I linked the report.
linking,	正当 化,They are linking the results.
links,	不当,We found several links.
locate,層,Locate is used frequently in academic and everyday English.
located,	層状,I located the report.
locating,	取り木,They are locating the results.
location,	層,Location is used frequently in academic and everyday English.
locations,リンク,We found several locations.
relocate,	連動,Relocate is used frequently in academic and everyday English.
relocated,	連携,I relocated the report.
relocates,	リンク,We found several relocates.
relocating,	リンク,They are relocating the results.
relocation,	リンクス,Relocation is used frequently in academic and everyday English.
maximise,見付ける,Maximise is used frequently in academic and everyday English.
max,	位置,Max is used frequently in academic and everyday English.
maximised,	検索,I maximised the report.
maximises,	場所,We found several maximises.
maximising,	場所,They are maximising the results.
maximisation,	移転,Maximisation is used frequently in academic and everyday English.
maximize,	移転,Maximize is used frequently in academic and everyday English.
maximized,	移転,I maximized the report.
maximizes,	移転,We found several maximizes.
maximizing,	移転,They are maximizing the results.
maximization,最大限,Maximization is used frequently in academic and everyday English.
maximum,	マックス,Maximum is used frequently in academic and everyday English.
minor,	最大化,She is an minor.
minorities,	最大,We found several minorities.
minority,	最大限,Minority is used frequently in academic and everyday English.
minors,	最大化,We found several minors.
negate,	最大化する,Negate is used frequently in academic and everyday English.
negative,	最大,Negative is used frequently in academic and everyday English.
negated,	マキシム,I negated the report.
negates,	最大,We found several negates.
negating,	最大化,They are negating the results.
negatively,	最大,Negatively is used frequently in academic and everyday English.
negatives,マイナー,We found several negatives.
outcome,	少数,Outcome is used frequently in academic and everyday English.
outcomes,	少数,We found several outcomes.
partner,	未成年 者,She is an partner.
partners,打ち消す,We found several partners.
partnership,	－,Partnership is used frequently in academic and everyday English.
partnerships,	否定,We found several partnerships.
philosophy,	否定,Philosophy is used frequently in academic and everyday English.
philosopher,	否定,She is an philosopher.
philosophers,	負,We found several philosophers.
philosophical,	ネガ,Philosophical is used frequently in academic and everyday English.
philosophically,結果,Philosophically is used frequently in academic and everyday English.
philosophies,	結果,We found several philosophies.
philosophise,パートナー,Philosophise is used frequently in academic and everyday English.
philosophised,	パートナー,I philosophised the report.
philosophises,	パートナーシップ,We found several philosophises.
philosophising,	パートナーシップ,They are philosophising the results.
philosophize,哲学,Philosophize is used frequently in academic and everyday English.
philosophized,	哲人,I philosophized the report.
philosophizes,	哲学 者,We found several philosophizes.
philosophizing,	哲学的,They are philosophizing the results.
physical,	哲学,Physical is used frequently in academic and everyday English.
physically,	哲学,Physically is used frequently in academic and everyday English.
proportion,	フィロソフィー,Proportion is used frequently in academic and everyday English.
disproportion,	哲学的,Disproportion is used frequently in academic and everyday English.
disproportionate,	哲学的,Disproportionate is used frequently in academic and everyday English.
disproportionately,	哲学,Disproportionately is used frequently in academic and everyday English.
proportional,	思索,Proportional is used frequently in academic and everyday English.
proportionally,	哲学的,Proportionally is used frequently in academic and everyday English.
proportionate,	哲学,Proportionate is used frequently in academic and everyday English.
proportionately,	哲学,Proportionately is used frequently in academic and everyday English.
proportions,形而下,We found several proportions.
publish,	物理的,Publish is used frequently in academic and everyday English.
published,比率,I published the report.
publisher,	不均衡,She is an publisher.
publishers,	不均衡,We found several publishers.
publishes,	偏って,We found several publishes.
publishing,	比例,They are publishing the results.
unpublished,	比例,I unpublished the report.
react,	比例,React is used frequently in academic and everyday English.
reacted,	比例,I reacted the report.
reacts,	割合,We found several reacts.
reacting,著す,They are reacting the results.
reaction,	公開,Reaction is used frequently in academic and everyday English.
reactionaries,	発行者,We found several reactionaries.
reactionary,	出版 社,Reactionary is used frequently in academic and everyday English.
reactions,	発行,We found several reactions.
reactive,	出版,Reactive is used frequently in academic and everyday English.
reactivate,	未発表,Reactivate is used frequently in academic and everyday English.
reactivation,反応する,Reactivation is used frequently in academic and everyday English.
reactor,	反応,She is an reactor.
reactors,	反応,We found several reactors.
register,	反応,She is an register.
deregister,	反応,She is an deregister.
deregistered,	反動,I deregistered the report.
deregistering,	反動,They are deregistering the results.
deregisters,	反応,We found several deregisters.
deregistration,	反応,Deregistration is used frequently in academic and everyday English.
registered,	再 アクティブ 化,I registered the report.
registering,	再 アクティブ 化,They are registering the results.
registers,	原子炉,We found several registers.
registration,	原子炉,Registration is used frequently in academic and everyday English.
rely,登録する,Rely is used frequently in academic and everyday English.
reliability,	登録解除,Reliability is used frequently in academic and everyday English.
reliable,	登録抹消,Reliable is used frequently in academic and everyday English.
reliably,	登録解除,Reliably is used frequently in academic and everyday English.
reliance,	登録解除,Reliance is used frequently in academic and everyday English.
reliant,	登録解除,Reliant is used frequently in academic and everyday English.
relied,	登録,I relied the report.
relies,	登録,We found several relies.
relying,	レジスタ,They are relying the results.
unreliable,	登録,Unreliable is used frequently in academic and everyday English.
remove,頼る,Remove is used frequently in academic and everyday English.
removable,	確実,Removable is used frequently in academic and everyday English.
removal,	頼もしい,Removal is used frequently in academic and everyday English.
removals,	確実,We found several removals.
removed,	信頼,I removed the report.
removes,	リライアント,We found several removes.
removing,	頼って,They are removing the results.
scheme,	依存,Scheme is used frequently in academic and everyday English.
schematic,	頼る,Schematic is used frequently in academic and everyday English.
schematically,	危うい,Schematically is used frequently in academic and everyday English.
schemed,取り去る,I schemed the report.
schemes,	リムーバブル,We found several schemes.
scheming,	除去,They are scheming the results.
sequence,	削除,Sequence is used frequently in academic and everyday English.
sequenced,	削除,I sequenced the report.
sequences,	削除,We found several sequences.
sequencing,	削除,They are sequencing the results.
sequential,計画,Sequential is used frequently in academic and everyday English.
sequentially,	スケマティック,Sequentially is used frequently in academic and everyday English.
sex,	概略的に,Sex is used frequently in academic and everyday English.
sexes,	スキーム,We found several sexes.
sexism,	スキーム,Sexism is used frequently in academic and everyday English.
sexual,	工夫,Sexual is used frequently in academic and everyday English.
sexuality,順序,Sexuality is used frequently in academic and everyday English.
sexually,	シーケンス,Sexually is used frequently in academic and everyday English.
shift,	シーケンス,Shift is used frequently in academic and everyday English.
shifted,	シークエンシング,I shifted the report.
shifting,	シーケンシャル,They are shifting the results.
shifts,	順次,We found several shifts.
specify,性,Specify is used frequently in academic and everyday English.
specifiable,	男女,Specifiable is used frequently in academic and everyday English.
specified,	性差別,I specified the report.
specifies,	性的,We found several specifies.
specifying,	有性,They are specifying the results.
unspecified,	性的,I unspecified the report.
sufficient,動く,Sufficient is used frequently in academic and everyday English.
sufficiency,	シフト,Sufficiency is used frequently in academic and everyday English.
insufficient,	シフト,Insufficient is used frequently in academic and everyday English.
insufficiently,	シフト,Insufficiently is used frequently in academic and everyday English.
sufficiently,指定,Sufficiently is used frequently in academic and everyday English.
task,	指定可能,Task is used frequently in academic and everyday English.
tasks,	指定,We found several tasks.
technical,	指定,Technical is used frequently in academic and everyday English.
technically,	指定,Technically is used frequently in academic and everyday English.
technique,	未指定,Technique is used frequently in academic and everyday English.
techniques,足りる,We found several techniques.
technology,	充足,Technology is used frequently in academic and everyday English.
technological,	不十分,Technological is used frequently in academic and everyday English.
technologically,	不十分,Technologically is used frequently in academic and everyday English.
valid,	十分,Valid is used frequently in academic and everyday English.
invalidate,タスク,Invalidate is used frequently in academic and everyday English.
invalidity,	用事,Invalidity is used frequently in academic and everyday English.
validate,テクニカル,Validate is used frequently in academic and everyday English.
validated,	技術的,I validated the report.
validating,技術,They are validating the results.
validation,	技術,Validation is used frequently in academic and everyday English.
validity,テクノロジー,Validity is used frequently in academic and everyday English.
validly,	技術,Validly is used frequently in academic and everyday English.
volume,	技術的,Volume is used frequently in academic and everyday English.
volumes,有効,We found several volumes.
vol,	無効,Vol is used frequently in academic and everyday English.
Sublist 4 of the Academic Word List,	無効,Sublist 4 of the academic word list is used frequently in academic and everyday English.
access,	検証,Access is used frequently in academic and everyday English.
accessed,	検証,I accessed the report.
accesses,	検証,We found several accesses.
accessibility,	検証,Accessibility is used frequently in academic and everyday English.
accessible,	有効,Accessible is used frequently in academic and everyday English.
accessing,	有効,They are accessing the results.
inaccessible,容積,Inaccessible is used frequently in academic and everyday English.
adequate,	ボリューム,Adequate is used frequently in academic and everyday English.
adequacy,	ボリューム,Adequacy is used frequently in academic and everyday English.
adequately,,Adequately is used frequently in academic and everyday English.
inadequacies,,We found several inadequacies.
inadequacy,,Inadequacy is used frequently in academic and everyday English.
inadequate,アカデミックワードリストのサブリスト4,Inadequate is used frequently in academic and everyday English.
inadequately,,Inadequately is used frequently in academic and everyday English.
annual,アクセス,Annual is used frequently in academic and everyday English.
annually,	アクセス,Annually is used frequently in academic and everyday English.
apparent,	アクセス,Apparent is used frequently in academic and everyday English.
apparently,	アクセシビリティ,Apparently is used frequently in academic and everyday English.
approximate,	アクセス,Approximate is used frequently in academic and everyday English.
approximated,	アクセス,I approximated the report.
approximately,	アクセス,Approximately is used frequently in academic and everyday English.
approximates,十分,We found several approximates.
approximating,	剴切,They are approximating the results.
approximation,	十分,Approximation is used frequently in academic and everyday English.
approximations,	不備,We found several approximations.
attitude,	不適当,Attitude is used frequently in academic and everyday English.
attitudes,	不十分,We found several attitudes.
attribute,	不十分,Attribute is used frequently in academic and everyday English.
attributable,一年生,Attributable is used frequently in academic and everyday English.
attributed,	毎年,I attributed the report.
attributes,一目瞭然,We found several attributes.
attributing,	どうやら,They are attributing the results.
attribution,アバウト,Attribution is used frequently in academic and everyday English.
civil,	近似,Civil is used frequently in academic and everyday English.
code,	約,Code is used frequently in academic and everyday English.
coded,	近似,I coded the report.
codes,	近似,We found several codes.
coding,	近似,They are coding the results.
commit,	近似,Commit is used frequently in academic and everyday English.
commitment,姿勢,Commitment is used frequently in academic and everyday English.
commitments,	態度,We found several commitments.
commits,属性,We found several commits.
committed,	起因,I committed the report.
committing,	起因,They are committing the results.
communicate,	属性,They communicate by email daily.
communicable,	帰,Communicable is used frequently in academic and everyday English.
communicated,	帰属,I communicated the report.
communicates,民事上,We found several communicates.
communicating,コード,They are communicating the results.
communication,	コード,Communication is used frequently in academic and everyday English.
communications,	コード,We found several communications.
communicative,	コーディング,Communicative is used frequently in academic and everyday English.
communicatively,犯す,Communicatively is used frequently in academic and everyday English.
uncommunicative,	言質,Uncommunicative is used frequently in academic and everyday English.
concentrate,	コミットメント,Concentrate is used frequently in academic and everyday English.
concentrated,	コミット,I concentrated the report.
concentrates,	コミット,We found several concentrates.
concentrating,	コミット,They are concentrating the results.
concentration,伝える,Concentration is used frequently in academic and everyday English.
confer,	伝染,She is an confer.
conference,	伝達,Conference is used frequently in academic and everyday English.
conferences,	通信,We found several conferences.
conferred,	通信,I conferred the report.
conferring,	通信,They are conferring the results.
confers,	通信,We found several confers.
contrast,	コミュニケーション,Contrast is used frequently in academic and everyday English.
contrasted,	コミュニケーション,I contrasted the report.
contrasting,	コミュニケーションが取れない,They are contrasting the results.
contrastive,凝らす,Contrastive is used frequently in academic and everyday English.
contrasts,	耑,We found several contrasts.
cycle,	集中,Cycle is used frequently in academic and everyday English.
cycled,	集中,I cycled the report.
cycles,	濃度,We found several cycles.
cyclic,諮る,Cyclic is used frequently in academic and everyday English.
cyclical,	会議,Cyclical is used frequently in academic and everyday English.
cycling,	カンファレンス,They are cycling the results.
debate,	授与,Debate is used frequently in academic and everyday English.
debatable,	授与,Debatable is used frequently in academic and everyday English.
debated,	与える,I debated the report.
debates,対照,We found several debates.
debating,	対照 的,They are debating the results.
despite,	対照的な,Despite is used frequently in academic and everyday English.
dimension,	対照,Dimension is used frequently in academic and everyday English.
dimensional,	コントラスト,Dimensional is used frequently in academic and everyday English.
dimensions,サイクル,We found several dimensions.
multidimensional,	循環,Multidimensional is used frequently in academic and everyday English.
domestic,	サイクル,Domestic is used frequently in academic and everyday English.
domestically,	サイクリック,Domestically is used frequently in academic and everyday English.
domesticate,	循環,Domesticate is used frequently in academic and everyday English.
domesticated,	サイクリング,I domesticated the report.
domesticating,討論,They are domesticating the results.
domestics,	余地,We found several domestics.
emerge,	議論,Emerge is used frequently in academic and everyday English.
emerged,	議論,I emerged the report.
emergence,	議論,Emergence is used frequently in academic and everyday English.
emergent,にもかかわらず,Emergent is used frequently in academic and everyday English.
emerges,次元,We found several emerges.
emerging,	次元の,They are emerging the results.
error,	寸法,She is an error.
erroneous,	多次元,We found several erroneous.
erroneously,国内,Erroneously is used frequently in academic and everyday English.
errors,	国内,We found several errors.
ethnic,	飼いならす,Ethnic is used frequently in academic and everyday English.
ethnicity,	家畜,Ethnicity is used frequently in academic and everyday English.
goal,	家畜化,Goal is used frequently in academic and everyday English.
goals,	国内,We found several goals.
grant,現れる,Grant is used frequently in academic and everyday English.
granted,	現れた,I granted the report.
granting,	現出,They are granting the results.
grants,	新興の,We found several grants.
hence,	現れる,Hence is used frequently in academic and everyday English.
hypothesis,	新興,We found several hypothesis.
hypotheses,エラー,We found several hypotheses.
hypothesise,	誤った,Hypothesise is used frequently in academic and everyday English.
hypothesised,	誤って,I hypothesised the report.
hypothesises,	エラー,We found several hypothesises.
hypothesising,エスニック,They are hypothesising the results.
hypothesize,	エスニシティ,Hypothesize is used frequently in academic and everyday English.
hypothesized,ゴール,I hypothesized the report.
hypothesizes,	目標,We found several hypothesizes.
hypothesizing,叶える,They are hypothesizing the results.
hypothetical,	付与,Hypothetical is used frequently in academic and everyday English.
hypothetically,	付与,Hypothetically is used frequently in academic and everyday English.
implement,	補助 金,The company will implement the new policy next week.
implementation,従って,Implementation is used frequently in academic and everyday English.
implemented,仮説,I implemented the report.
implementing,	仮説,They are implementing the results.
implements,	仮説,We found several implements.
implicate,	仮説,Implicate is used frequently in academic and everyday English.
implicated,	仮説,I implicated the report.
implicates,	仮説を立てる,We found several implicates.
implicating,	仮定する,They are implicating the results.
implication,	仮説,Implication is used frequently in academic and everyday English.
implications,	仮説を立てる,We found several implications.
impose,	仮説を立てる,Impose is used frequently in academic and everyday English.
imposed,	仮定の,I imposed the report.
imposes,	仮に,We found several imposes.
imposing,道具,They are imposing the results.
imposition,	実装,Imposition is used frequently in academic and everyday English.
integrate,	実装,Integrate is used frequently in academic and everyday English.
integrated,	実装,I integrated the report.
integrates,	用具,We found several integrates.
integrating,拕,They are integrating the results.
integration,	関与,Integration is used frequently in academic and everyday English.
internal,	関与,Internal is used frequently in academic and everyday English.
internalise,	関与させる,Internalise is used frequently in academic and everyday English.
internalised,	含意,I internalised the report.
internalises,	影響,We found several internalises.
internalising,課す,They are internalising the results.
internalize,	課せ られた,Internalize is used frequently in academic and everyday English.
internalized,	課す,I internalized the report.
internalizes,	堂堂,We found several internalizes.
internalizing,	課税,They are internalizing the results.
internally,統合,Internally is used frequently in academic and everyday English.
investigate,	統合,The police will investigate the incident.
investigated,	統合,I investigated the report.
investigates,	統合,We found several investigates.
investigating,	統合,They are investigating the results.
investigation,国内,Investigation is used frequently in academic and everyday English.
investigations,	社内,We found several investigations.
investigative,	内面化,Investigative is used frequently in academic and everyday English.
investigator,	社内,She is an investigator.
investigators,	内面化,We found several investigators.
job,	内面化する,Job is used frequently in academic and everyday English.
jobs,	内面,We found several jobs.
