category,other forms,japanese root,japanese others
,communicating,,通信
,communication,,通信
,communications,,コミュニケーション
,communicative,,コミュニケーション
,communicatively,,コミュニケーションが取れない 
,uncommunicative ,凝らす ,
concentrate ,,,耑 
,concentrated ,,集中
,concentrates,,集中
,concentrating,,濃度
,concentration,諮る,
confer,,,会議 
,conference ,,カンファレンス
,conferences,,授与
,conferred,,授与
,conferring,,与える
,confers,対照 ,
contrast ,,,対照 的
,contrasted,,対照的な
,contrasting,,対照
,contrastive,,コントラスト
,contrasts,サイクル,
cycle,,,循環
,cycled,,サイクル
,cycles,,サイクリック
,cyclic,,循環
,cyclical,,サイクリング
,cycling,討論,
debate,,,余地
,debatable,,議論
,debated,,議論
,debates,,議論
,debating,にもかかわらず ,
despite ,,次元,
dimension,,,次元の
,dimensional,,寸法 
,dimensions ,,多次元
,multidimensional,国内 ,
domestic ,,,国内
,domestically,,飼いならす
,domesticate,,家畜
,domesticated,,家畜化
,domesticating,,国内
,domestics,現れる ,
emerge ,,,現れた 
,emerged ,,現出 
,emergence ,,新興の 
,emergent ,,現れる 
,emerges ,,新興 
,emerging ,エラー,
error,,,誤った
,erroneous,,誤って
,erroneously,,エラー
,errors,エスニック,
ethnic,,,エスニシティ
,ethnicity,ゴール,
goal,,,目標
,goals,叶える,
grant,,,付与
,granted,,付与
,granting,,補助 金
,grants,従って,
hence,,仮説 ,
hypothesis ,,,仮説
,hypotheses,,仮説
,hypothesise,,仮説
,hypothesised,,仮説
,hypothesises,,仮説を立てる
,hypothesising,,仮定する
,hypothesize,,仮説
,hypothesized,,仮説を立てる
,hypothesizes,,仮説を立てる
,hypothesizing,,仮定の  
,hypothetical  ,,仮に
,hypothetically,道具,
implement,,,実装
,implementation,,実装 
,implemented ,,実装 
,implementing ,,用具
,implements,拕,
implicate,,,関与
,implicated,,関与
,implicates,,関与させる
,implicating,,含意 
,implication ,,影響
,implications,課す,
impose,,,課せ られた
,imposed,,課す
,imposes,,堂堂
,imposing,,課税
,imposition,統合,
integrate,,,統合 
,integrated ,,統合
,integrates,,統合
,integrating,,統合
,integration,国内 ,
internal ,,,社内
,internalise,,内面化
,internalised,,社内
,internalises,,内面化
,internalising,,内面化する 
,internalize ,,内面 
,internalized ,,内面化
,internalizes,,内在化
,internalizing,,内部的
,internally,調べる ,
investigate ,,,調査 
,investigated ,,調査 
,investigates ,,偵知 
,investigating ,,究明
,investigation,,調査
,investigations,,調査
,investigative,,探偵
,investigator,,調査 官
,investigators,仕事,
job,,,ジョブ
,jobs,ラベル,
label,,,ラベル
,labeled,,ラベリング
,labeling,,ラベル
,labelled,,ラベリング
,labelling,,ラベル
,labels,機構 ,
mechanism ,,,メカニズム 
,mechanisms ,一目瞭然,
obvious,,,明らかに
,obviously,占める ,
occupy ,,,駐屯
,occupancy,,乗員
,occupant,,乗員
,occupants,,職業 
,occupation ,,労働  
,occupational  ,,職業 
,occupations ,,忙しい
,occupied,,占有者
,occupier,,占領 
,occupiers ,,占める 
,occupies ,,占領 
,occupying ,オプション,
option,,,随意
,optional,,オプション
,options,アウトプット,
output,,,出力
,outputs,全 ,
overall ,,並列,
parallel,,,比類
,paralleled,,パラレル
,parallelled,,パラレルリング
,parallelling,,平行線
,parallels,,無双
,unparalleled,パラメーター,
parameter,,,パラメーター
,parameters,位相,
phase,,,フェイズド
,phased,,フェーズ
,phases,,位相
,phasing,予言する,
predict,,,予測
,predictability,,予測できる
,predictable,,予想 通り
,predictably,,予測
,predicted,,予測
,predicting,,予測
,prediction,,予測
,predictions,,予測
,predicts,,予測 
,unpredictability ,,予測できない
,unpredictable,校長,
principal,,,主
,principally,事前,
prior,,プロ,
professional,,,プロ
,professionally,,専門家
,professionals,,プロ 意識
,professionalism,プロジェクト,
project,,,投影
,projected,,突き出た
,projecting,,投射
,projection,,予測
,projections,,プロジェクト
,projects,進める,
promote,,,昇格
,promoted,,プロモーター
,promoter,,プロモーター
,promoters,,促進
,promotes,,推進
,promoting,,振興
,promotion,,プロモーション
,promotions,ちせい,
regime,,,体制
,regimes,解決する ,
resolve ,,,解決 
,resolution ,,解決
,resolved,,解決 
,resolves ,,解決
,resolving,,未解決
,unresolved,保つ,
retain,,,保持
,retained,,保持
,retaining,,家来
,retainer,,家臣
,retainers,,保持
,retains,,保持
,retention,,保持
,retentive,級数,
series,,統計 ,
statistic ,,,統計学者
,statistician,,統計
,statisticians,,統計的 
,statistical ,,統計的 
,statistically ,,統計学 
,statistics ,地位,
status,,ストレス,
stress,,,緊張した
,stressed,,応力
,stresses,,ストレス
,stressful,,強調
,stressing,,ストレスなし
,unstressed,後続,
subsequent,,,その後
,subsequently,和,
sum,,,合計
,summation,,合計
,summed,,合計
,summing,,合計
,sums,概要,
summary,,,要約
,summaries,,要約
,summarise,,要約
,summarised,,要約
,summarises,,要約
,summarising,,要約
,summarisation,,要約
,summarisations,,要約
,summarization,,要約
,summarizations,,要約
,summarize,,要約
,summarized,,まとめた もの です
,summarizes,,要約
,summarizing,引き受ける,
undertake,,,実施 
,undertaken ,,引き受ける
,undertakes,,企業 
,undertaking ,,引き受けた
,undertook,,
,,,
,,,
,,,
,,アカデミックワードリストのサブリスト5 ,
Sublist 5 of the Academic Word List ,,,
,,,
,,アカデミー,
academy,,,アカデミー
,academia,,アカデミック 
,academic ,,学問 
,academically ,,学者 
,academics ,,アカデミー
,academies,調整する ,
adjust ,,,調整 
,adjusted ,,調整 
,adjusting ,,調整  
,adjustment  ,,調整 
,adjustments ,,調整  
,adjusts  ,,調整 
,readjust ,,再調整 
,readjusted ,,再調整 
,readjusting ,,再調整 
,readjustment ,,再調整 
,readjustments ,,再調整 
,readjusts ,変える  ,
alter  ,,,変えられる 
,alterable ,,改変 
,alteration ,,変更 
,alterations ,,変更 
,altered ,,変更 
,altering ,,オルタネイト 
,alternate ,,交番  
,alternating  ,,変更  
,alters  ,,不変 
,unalterable ,,無修正 
,unaltered ,改める ,
amend ,,,改正 
,amended ,,改正 
,amending ,,改正 
,amendment ,,改正 
,amendments ,,補償 
,amends ,認識 ,
aware ,,,意識  
,awareness  ,,知らない 
,unaware ,能力  ,
capacity  ,,,容量 
,capacities ,,無力化
,incapacitate,,無力
,incapacitated,挑戦 ,
challenge ,,,挑戦 
,challenged ,,挑戦者 
,challenger ,,挑戦 
,challengers ,,課題 
,challenges ,,挑戦 
,challenging ,条項 ,
clause ,,,句 
,clauses ,化合物 ,
compound ,,,配合 
,compounded ,,配合 
,compounding ,,化合 物 
,compounds ,葛藤 ,
conflict ,,,競合 
,conflicted ,,競合 
,conflicting ,,競合 
,conflicts ,相談 ,
consult ,,,コンサルティング 
,consultancy ,,コンサルタント 
,consultant ,,コンサルタント 
,consultants ,,相談 
,consultation ,,相談
,consultations,,協議 
,consultative ,,相談 
,consulted ,,相談
,consults,,コンサルティング 
,consulting ,接触 ,
contact ,,,接触可能 
,contactable ,,連絡 
,contacted ,,連絡 
,contacting ,,連絡先 
,contacts ,断る ,
decline ,,,減少 
,declined ,,低下 
,declines ,,下火 
,declining ,離散的 ,
discrete ,,,離散 
,discretely ,,裁量 
,discretion ,,随意 
,discretionary ,,詮索 
,indiscrete ,,不心得 
,indiscretion ,ドラフト ,
draft ,,,起草 
,drafted ,,起案 
,drafting ,,下書き  
,drafts  ,,再投稿 
,redraft ,,再ドラフト 
,redrafted ,,リドラフト 
,redrafting ,,再ドラフト 
,redrafts ,エネーブル ,
enable ,,,有効 
,enabled ,,可能 
,enables ,,有効にする 
,enabling ,エネルギー ,
energy ,,,エネルギッシュ 
,energetic ,,奮って 
,energetically ,,エネルギー 
,energies ,適用 ,
enforce ,,,適用 
,enforced ,,実施  
,enforcement  ,,強制
,enforces,,強制 
,enforcing ,実体 ,
entity ,,,エンティティ 
,entities ,同等 ,
equivalent ,,,等価 
,equivalence ,進化  ,
evolve  ,,,進化
,evolution,,進化 
,evolved ,,進化 
,evolving ,,進化 
,evolves ,,進化 
,evolutionary ,,進化論者 
,evolutionist ,,進化 論 
,evolutionists ,膨らむ ,
expand ,,,拡大 
,expanded ,,拡大 
,expanding ,,拡大 
,expands ,,拡張 
,expansion ,,拡張 
,expansionism ,,濊 
,expansive ,晒す  ,
expose  ,,,露 
,exposed ,,公開  
,exposes  ,,摘発 
,exposing ,,接触 
,exposure ,,エクスポー ジャー
,exposures,外  ,
external  ,,,外部化 
,externalisation ,,アウトソーシング 
,externalise ,,外部化 
,externalised ,,アウトソーシング 
,externalises ,,外部化 
,externalising ,,外部性
,externality,,外部 
,externalization ,,外部 
,externalize ,,外部化 
,externalized ,,外部化 
,externalizes ,,外部 
,externalizing ,,外部 
,externally ,容易 ,
facilitate ,,,促進 
,facilitated ,,容易 
,facilitates ,,設備  
,facilities  ,,促進 
,facilitating ,,促進 
,facilitation ,,ファシリテーター 
,facilitator ,,ファシリテーター 
,facilitators ,,施設 
,facility ,基本 ,
fundamental ,,,基本的 
,fundamentally ,生成する ,
generate ,,,生成  
,generated  ,,生成 
,generates ,,生成 
,generating ,世  ,
generation  ,,,世代  
,generations  ,画像 ,
image ,,,画像 
,imagery ,,画像 
,images ,リベラル,
liberal,,,自由化 
,liberalise ,,自由主義
,liberalism,,自由化 
,liberalisation ,,自由化
,liberalised,,自由化
,liberalises,,自由化 
,liberalising ,,自由化 
,liberalization ,,自由化
,liberalize,,自由化
,liberalized,,自由化
,liberalizes,,自由化
,liberalizing,,解き放す 
,liberate ,,解放 
,liberated ,,解放
,liberates,,解放
,liberation,,解放 
,liberations ,,解放
,liberating,,リベレーター
,liberator,,解放
,liberators,,自由 
,liberally ,,自由主義 者 
,liberals ,ライセンス ,
licence ,,,ライセンス 
,licences ,,ライセンス 
,license ,,ライセンス 
,licensed ,,ライセンス 
,licensing ,,ライセンス
,licenses,,無免許の 
,unlicensed ,論理 ,
logic ,,,支離滅裂な 
,illogical ,,非論理的 
,illogically ,,合理的 
,logical ,,元来 
,logically ,,論理学者
,logician,,論理学者
,logicians,余地 ,
margin ,,,限界 
,marginal ,,わずか 
,marginally ,,余白 
,margins ,メディカル ,
medical ,,,医学 
,medically ,精神 ,
mental ,,,メンタリティー 
,mentality ,,精神的に 
,mentally ,修飾する ,
modify ,,,修正  
,modification  ,,変遷 
,modifications ,,変更 
,modified ,,変更 
,modifies ,,変更 
,modifying ,,未変更 
,unmodified ,モニター ,
monitor ,,,監視 
,monitored ,,モニタリング  
,monitoring  ,,モニター 
,monitors ,,監視対象外 
,unmonitored ,ネットワーク ,
network ,,,ネットワーク 
,networked ,,ネットワーキング 
,networking ,,ネットワーク 
,networks ,概念 ,
notion ,,,概念 
,notions ,目的  ,
objective  ,,,客観的 
,objectively ,,客観性 
,objectivity ,オリエント ,
orient ,,,オリエンテッド
,orientate,,志向
,orientated,,オリエンテーション
,orientates,,オリエンテーション
,orientation,,配向
,orientating,,オリエンテッド 
,oriented ,,定位 
,orienting ,,方向づける 
,orients ,,方向 
,reorient ,,方向 転換 
,reorientation ,パースペクティブ ,
perspective ,,,視点  
,perspectives  ,正確 ,
precise ,,,不明確 
,imprecise ,,丁度 
,precisely ,,精度 
,precision ,盛り ,
prime ,,,優位 性 
,primacy ,心理学  ,
psychology  ,,,サイコロジカル 
,psychological ,,心理 的  
,psychologically  ,,心理学者  
,psychologist  ,,心理 学 者  
,psychologists  ,追う ,
pursue ,,,追求 
,pursued ,,追求 
,pursues ,,追求 
,pursuing ,,追求 
,pursuit ,,追求 
,pursuits ,比 ,
ratio ,,, 比 
, ratios ,リジェクト ,
reject ,,,拒否 
,rejected ,,拒否 
,rejecting ,,拒絶 
,rejection ,,拒否 
,rejects ,,拒否 
,rejections ,収入 ,
revenue ,,,収益 
,revenues ,厩 ,
stable ,,,不安定 
,instability ,,安定 化
,stabilisation,,安定 
,stabilise ,,安定 化 
,stabilised ,,安定 化 
,stabilises ,,安定 化 
,stabilising ,,安定化
,stabilization,,安定 
,stabilize ,,安定 化 
,stabilized ,,安定 
,stabilizes ,,安定 化 
,stabilizing ,,安定性 
,stability ,,不安定 
,unstable ,スタイル ,
style ,,,スタイル 
,styled ,,スタイル 
,styles ,,スタイリング
,styling,,格好いい
,stylish,,スタイライズ
,stylise,,スタイライズド
,stylised,,定型 化 された
,stylises,,スタイリッシング
,stylising,,スタイライズ
,stylize,,定型 化 された
,stylized,,スタイライズ
,stylizes,,スタイライズ
,stylizing,代える ,
substitute ,,,置換 
,substituted ,,代替 
,substitutes ,,代入 
,substituting ,,代入  
,substitution  ,サスティン ,
sustain ,,,持続可能
,sustainable,,サステナビリティ  
,sustainability  ,,持続 
,sustained ,,維持 
,sustaining ,,支える 
,sustains ,,糧
,sustenance,,持続 
,unsustainable ,記号 ,
symbol ,,,シンボリック 
,symbolic ,,象徴 
,symbolically ,,象徴 
,symbolise ,,象徴 
,symbolises ,,象徴 
,symbolised ,,象徴 
,symbolising ,,象徴主義 
,symbolism ,,象徴
,symbolize,,象徴
,symbolized,,象徴
,symbolizes,,象徴
,symbolizing,,シンボル 
,symbols ,ターゲット ,
target ,,,ターゲット 
,targeted ,,ターゲット 
,targeting ,,ターゲット 
,targets ,トランシット  ,
transit  ,,,トランジット 
,transited ,,通過 
,transiting ,,遷移  
,transition  ,,過渡期の 
,transitional ,,遷移 
,transitions ,,はかない 
,transitory ,,通過 
,transits ,トレンド ,
trend ,,,動向 
,trends ,バージョン ,
version ,,,バージョン 
,versions ,福祉 ,
welfare ,,一方 ,
whereas ,,,
,,,
,,,
,,,
,,アカデミックワードリストのサブリスト6,
,,,
Sublist 6 of the Academic Word List,,,
,,要約 ,
,,,アブストラクション 
abstract ,,,抽象 化 
,abstraction ,,抽象的 
,abstractions ,,抄録 
,abstractly ,正確 ,
,abstracts ,,精度
accurate ,,,きちんと 
,accuracy,,不正確 
,accurately ,,誤り 
,inaccuracy ,,不明確 
,inaccuracies ,承認する ,
,inaccurate ,,認めた 
acknowledge ,,,認める 
,acknowledged ,,認め 
,acknowledges ,,承認 
,acknowledging ,,謝辞 
,acknowledgement ,骨材  ,
,acknowledgemens ,,集計 
aggregate  ,,,集計 
,aggregated ,,集約 
,aggregates ,,集合体 
,aggregating ,割り当てる ,
,aggregation ,,割り当て られた 
allocate ,,,割り当てます 
,allocated ,,割り当てる 
,allocates ,,割り当て 
,allocating ,,手当 
,allocation ,割り当てる ,
,allocations ,,割り当て られた 
assign ,,,割り当てる 
,assigned ,,割り当て 
,assigning ,,割り当て 
,assignment ,,割り当てます 
,assignments ,,割り当て 
,assigns ,,割り当て 
,reassign ,,割り当て 
,reassigned ,,再 
,reassigning ,,未割り当て 
,reassigns ,添付する ,
,unassigned ,,付属 
attach ,,,ファスナー 
,attached ,,アタッチ 
,attaches ,,愛着 
,attaching ,,添付 ファイル 
,attachment ,,未接続 
,attachments ,著者 ,
,unattached ,,作成 
author ,,,オーサリング 
,authored ,,著者 
,authoring ,,原作 者 
,authors ,債券 ,
,authorship ,,結合 
bond ,,,ボンディング 
,bonded ,,絆 
,bonding ,短 ,
,bonds ,,簡潔 
brief ,,,ブリーフィング 
,brevity ,,ブリーフィング 
,briefed ,,一通り
,briefing ,,ブリーフ 
,briefly,有能 ,
,briefs ,,資格  
capable ,,,力 
,capabilities  ,,できない 
,capability ,引用  ,
,incapable ,,引用
cite  ,,,引用
,citation,,引用 
,citations,,引用  
,cited ,,引用 
,citing  ,協力する ,
,cites ,,協力 
cooperate ,,,協力 
,cooperated ,,協力
,cooperates ,,協力 
,cooperating,,協同組合  
,cooperation ,,協調
,cooperative  ,,協力する 
,cooperatively,,協力 
,co-operate ,,協力 
,co‑operated ,,協力 
,co‑operates ,,協同組合  
,co‑operation ,,協調 
,co‑operative  ,差別する ,
,co‑operatively ,,差別 
discriminate ,,,差別 
,discriminated ,,識別 
,discriminates ,,差別  
,discriminating ,陳列 ,
,discrimination  ,,表示 
display ,,,表示 
,displayed ,,表示 
,displaying ,多様  ,
,displays ,,多様に 
diverse  ,,,万状 
,diversely ,,多様 化 
,diversification ,,多様 化 
,diversified ,,多様化する 
,diversifies ,,多様 化 
,diversify ,,多様性 
,diversifying ,ドメイン ,
,diversity ,,ドメイン  
domain ,,編集,
,domains  ,,編集
edit,,,編集 
,edited,,版 
,editing ,,エディション 
,edition ,,編集者 
,editions ,,社説 
,editor ,,社説 
,editorial ,,エディター 
,editorials ,,編集
,editors ,強化 ,
,edits,,強化 
enhance ,,,エンハンスメント 
,enhanced ,,強化 
,enhancement ,,強化 
,enhances ,エステート ,
,enhancing ,,団地 
estate ,,越える ,
,estates ,,超過 
exceed ,,,超える 
,exceeded ,,超える 
,exceeding ,達人 ,
,exceeds ,,ノウハウ 
expert ,,,巧妙
,expertise ,,専門家 
,expertly,暁 ,
,experts ,,明示的  
explicit ,,フェデラル ,
,explicitly  ,,フェデレーション 
federal ,,,連合 
,federation ,料金 ,
,federations ,,手数料 
fee ,,フレキシブル ,
,fees ,,柔軟性 
flexible ,,,柔軟性 
,flexibility ,,不撓不屈 
,inflexible ,その上 ,
,inflexibility ,ジェンダー ,
furthermore ,,,性別 
gender ,,うとい,
,genders ,,無知
ignorant,,,不問に付す 
,ignorance,,無視 
,ignore ,,無視 
,ignored ,,無視 
,ignores ,動機 ,
,ignoring ,,誘因  
incentive ,,発生,
,incentives  ,,事件  
incidence,,,因みに 
,incident  ,,事件 
,incidentally ,盛り込む ,
,incidents ,,組み込ま れて 
incorporate ,,,組み込む 
,incorporated ,,組み込む  
,incorporates ,,設立 
,incorporating  ,インデックス ,
,incorporation ,,インデックス 付き 
index ,,,索引 
,indexed ,,インデキシング 
,indexes ,抑止 ,
,indexing ,,阻害 
inhibit ,,,抑制 
,inhibited ,,制止 
,inhibiting ,,抑制 
,inhibition ,,抑制 
,inhibitions ,始める ,
,inhibits ,,開始 
initiate ,,,開始 
,initiated ,,開始 
,initiates ,,イニシエーション 
,initiating ,,イニシエーション
,initiation ,,イニシアチブ 
,initiations,,取り組み  
,initiative ,,イニシエータ
,initiatives  ,,イニシエーター
,initiator,インプット ,
,initiators,,入力 
input ,,教える ,
,inputs ,,命令
instruct ,,,指示 
,instruction,,指示 
,instructed ,,指示 
,instructing ,,教育的な 
,instructions ,,インストラクター 
,instructive ,,インストラクター
,instructor ,,指示 
,instructors,賢い ,
,instructs ,,知性
intelligent ,,,インテリジェント 
,intelligence,,知能がない 
,intelligently ,間 ,
,unintelligent ,,間隔 
interval ,,講義 ,
,intervals ,,講義 
lecture ,,,講師 
,lectured ,,講師 
,lecturer ,,講義 
,lecturers ,,講義 
,lectures ,マイグレート  ,
,lecturing ,,渡り鳥 
migrate  ,,,移民 
,migrant ,,移行 
,migrants ,,移行 
,migrated ,,移行 
,migrates ,,移動 
,migrating ,,移行 
,migration ,,渡り鳥 
,migrations ,最低限 ,
,migratory ,省 ,
minimum ,,,ミニスター
ministry ,,,世話
,ministered,,閣僚 
,ministering,,省庁  
,ministerial ,動機,
,ministries  ,, 動機を与える 
motive,,,動機 
, motivate ,,動機 
,motivated ,,やる気 
,motivates ,,モチベーション 
,motivating ,,動機
,motivation ,,動機 
,motivations,,やる気 
,motives ,ニュートラル ,
,unmotivated ,,中和
neutral ,,,中和 
,neutralisation,,中和 
,neutralise ,,中和 
,neutralised ,,中和 
,neutralises ,,中立
,neutralising ,,中和
,neutrality,,中和する 
,neutralization,,中和 
,neutralize ,,中和 
,neutralized ,,中和 
,neutralizes ,其れでも   ,
,neutralizing ,海外  ,
nevertheless   ,,先んじる ,
overseas  ,,,先行 
precede ,,,順位 
,preceded ,,判例 
,precedence ,,前 
,precedent ,,先行 
,precedes ,,空前 
,preceding ,察する ,
,unprecedented ,,おそらく  
presume ,,,推定 
,presumably  ,,前提 
,presumed ,,推定 
,presumes ,,推定 
,presuming ,,推定 
,presumption ,,烏滸がましい
,presumptions ,合理的 ,
,presumptuous,,不合理 
rational ,,,合理化
,irrational ,,合理化
,rationalisation,,合理化 
,rationalisations,,合理化 
,rationalise ,,合理化 
,rationalised ,,合理化 
,rationalises ,,合理主義
,rationalising ,,合理性
,rationalism,,合理化
,rationality,,合理化
,rationalization,,合理化 
,rationalizations,,合理化 
,rationalize ,,合理化
,rationalized ,,合理的
,rationalizes,回復する ,
,rationally,,回復 
recover ,,,回復 
,recoverable ,,回復 
,recovered ,,回復
,recovering ,,回復 
,recovers,明かす ,
,recovery ,,明らか 
reveal ,,,明らか 
,revealed ,,明らか 
,revealing ,,暴露 
,reveals ,,啓示 
,revelation ,スコープ ,
,revelations ,下付金 ,
scope ,,,子会社 
subsidy ,,,補助 金 
,subsidiary ,,補助金 
,subsidies ,,補助金 
,subsidise ,,補助金 
,subsidised ,,補助金 
,subsidises ,,補助
,subsidising ,,補助 金 
,subsidize,,補助金を支給します 
,subsidized ,,補助 
,subsidizes ,テープ ,
,subsidizing ,,録音 
tape ,,,テープ 
,taped ,,テーピング 
,tapes ,跡 ,
,taping ,,追跡 
trace ,,,トレース 
,traceable ,,トレース 
,traced ,,トレーシング 
,traces ,変形する ,
,tracing ,,変換 
transform ,,,変換 
,transformation ,,変換  
,transformations ,,変換 
,transformed  ,,変換 
,transforming ,輸送  ,
,transforms ,,運輸 
transport  ,,,輸送 
,transportation ,,トランスポーター   
,transported ,,トランスポーター 
,transporter   ,,輸送 
,transporters ,,輸送 
,transporting ,根底 ,
,transports ,,アンダーレイ
underlie ,,,根底 
,underlay,,基底 
,underlies ,利用 ,
,underlying ,,使い 
utilise ,,,利用 
,utilisation ,,使う
,utilised ,,活用
,utilises,,使う
,utilising,,使う 
,utiliser,,効用 
,utilisers ,,ユーティリティ 
,utility ,,利用 
,utilities ,,用いる 
,utilization ,,利用 
,utilize ,,利用 
,utilized ,,利用
,utilizes ,,
,utilizing,,
,,,
,,,
,,アカデミックワードリストのサブリスト7,
,,,
,,,
Sublist 7  of the Academic Word List,, 適応する  ,
,,,適応性 
,,,適応 
 adapt  ,,,適応 
,adaptability ,,適応 
,adaptable ,,適応 
,adaptation ,,適応  
,adaptations ,,アダプティヴ 
,adapted ,,アダプツ 
,adapting  ,大人 ,
,adaptive ,,成人であること 
,adapts ,,大人 
adult ,,説く ,
,adulthood ,,提唱 
,adults ,,提唱 
advocate ,,,支持 者 
,advocacy ,,提唱 
,advocated ,援助 ,
,advocates ,,支援 
,advocating ,,支援 
aid ,,,エイズ 
,aided ,,介助なし 
,aiding ,チャンネル ,
,aids ,,チャネリング 
,unaided ,,チャネリング 
channel ,,,チャンネル 
,channelled ,ケミカル,
,channelling ,,化学 
,channels ,,化学薬品 
chemical,,クラシック ,
,chemically ,,クラシック 
,chemicals ,,クラシック 
classic ,,総合的 ,
,classical ,,総合的  
,classics ,理解 ,
comprehensive ,,,構成 
,comprehensively  ,,含ま 
comprise ,,,網羅 
,comprised ,確認する ,
,comprises ,,確認 
,comprising ,,確認 
confirm ,,,はんめい 
,confirmation ,,確認 
,confirmed ,逆 ,
,confirming ,,裏腹 
,confirms ,コンバート ,
contrary ,,,換算 
,contrarily ,,変換 
convert ,,,変換 
,conversion ,,オープンカー 
,conversions ,,変換 
,converted ,,変換 
,convertible ,二人 ,
,converting ,,結合 
,converts ,,結合 
couple ,,,カップル 
,coupled ,十年 ,
,coupling ,,数 十 年 
,couples ,明確,
decade ,,,必ず
,decades ,,決定的
definite,,,不定
,definitely,,無期限
,definitive,打ち消す ,
,indefinite,,否認可能 
,indefinitely,,拒否
deny ,,,否定
,deniable ,,拒否 
,denial,,拒否  
,denials,,否定 
,denied ,,否めない 
,denies  ,微分する  ,
,denying ,,区別  
,undeniable ,,区別 
differentiate  ,,,差別 化 
,differentiated  ,,区別  
,differentiates ,廃棄,
,differentiating ,,使い捨て 
,differentiation  ,,廃棄 
dispose,,,破棄 
,disposable ,,配置 
,disposal ,,処分 
,disposed ,動的 ,
,disposes ,,動的 
,disposing ,,動力学
dynamic ,,鉏 ,
,dynamically ,,排除 
,dynamics,,排除 
eliminate ,,,排除 
,eliminated ,,除去 
,eliminates ,実証的  ,
,eliminating ,,経験的 
,elimination ,,経験論 
empirical  ,,装備する   ,
,empirically ,,備品 
,empiricism ,,装備 
equip   ,,,装着 
,equipment ,,装備 
,equipped ,抜く ,
,equipping ,,抽出 
,equips ,,抽出 
extract ,,,抽出 
,extracted ,,抽出 
,extracting ,ファイル ,
,extraction ,,提出 
,extracts ,,ファイル  
file ,,,出願 
,filed ,有限 ,
,files  ,,無限 
,filing ,,無限 
finite ,,財団  ,
,infinite ,,基礎  
,infinitely ,球,
foundation  ,,, グローバル
,foundations  ,,グローバル 
globe,,,グローバリゼーション 
, global,,グローバリゼーション 
,globally ,等級 ,
,globalisation ,,傾斜  
,globalization ,,成績 
grade ,,,採点 
,graded  ,保証 ,
,grades ,,折り紙付き 
,grading ,,保証 
guarantee ,,,保証 
,guaranteed ,階層,
,guaranteeing ,,階層  
,guarantees ,,階層 
hierarchy,,同じ  ,
,hierarchical  ,,同様に 
,hierarchies ,イデオロギー ,
identical  ,,,イデオロギー 
,identically ,,イデオロギー 
ideology ,,,イデオロギー 
,ideological ,推す ,
,ideologically ,,推論 
,ideologies ,,推論 
infer ,,,推論 
,inference ,,推論 
,inferences ,,推論   
,inferred ,革新 ,
,inferring ,,革新
,infers   ,,革新
innovate ,,,革新
,innovation,,革新
,innovated,,技術 革新 
,innovates,,革新 
,innovating,,イノベーター 
,innovations ,,イノベーター 
,innovative ,挿入する ,
,innovator ,,挿入 
,innovators ,,挿入 
insert ,,,挿入 
,inserted ,,挿入 
,inserting ,介入 ,
,insertion ,,介入
,inserts ,,介入
intervene ,,,間にある 
,intervened,,介入 
,intervenes,,介入 
,intervening ,隔離する ,
,intervention ,,分離 
,interventions ,,分離 
isolate ,,,分離 
,isolated ,,隔離 
,isolates ,,孤立主義 
,isolating ,メディア ,
,isolation ,モード ,
,isolationism ,,モード
media ,,パラダイム ,
mode ,,,パラダイム 
,modes,現象 ,
paradigm ,,,現象 
,paradigms ,,驚異
phenomenon ,,優先権 ,
,phenomena ,,優先 順位 
,phenomenal,,優先順位付け 
priority ,,,優先順位付け 
,priorities ,,優先順位付け 
,prioritisation ,,優先順位付け 
,prioritise ,,優先順位付け 
,prioritised ,,優先順位付け 
,prioritises ,,優先 順位 
,prioritising ,,優先 順位 
,prioritization ,,優先 順位 
,prioritize ,,優先 順位 付け 
,prioritized ,禁止する ,
,prioritizes ,,禁じられた 
,prioritizing ,,禁止 
prohibit ,,,禁止 
,prohibited ,,禁止 
,prohibiting ,,禁止 
,prohibition ,,禁止 
,prohibitions ,出版  ,
,prohibitive ,,出版 物  
,prohibits ,引用する ,
publication  ,,,引用 
,publications  ,,引用 
quote ,,,引用 
,quotation ,,引用符  
,quotations ,,引用  
,quoted ,解放 ,
,quotes  ,,リリース 
,quoting  ,,リリース 
release ,,,リリース 
,released ,逆 ,
,releases ,,逆転 
,releasing ,,さかさ 
reverse ,,,反転 
,reversal ,,リバーシブル 
,reversed ,,反転 
,reverses ,,逆転 
,reversible ,,不可逆 
,reversing ,シミュレートする ,
,reversals ,,シミュレーション 
,irreversible ,,シミュレーション 
simulate ,,,シミュレーション 
,simulated ,,シミュレーション  
,simulates ,ソール ,
,simulating ,,一に 
,simulation  ,なんとか ,
sole ,,送信,
,solely ,,提出 
somewhat ,,,提出 
submit,,,送信  
,submission ,,提出 
,submissions ,,提出 
,submits  ,後継 ,
,submitted ,,承継 
,submitting ,,団地 
successor ,,,後続 
,succession ,,逐次 
,successions ,,後継 者 
,successive ,生き延びる ,
,successively ,,生存 
,successors ,,生き残った 
survive ,,,存続 
,survival ,,存続 
,survived ,,生存者 
,survives ,,生存 者 
,surviving ,論文 ,
,survivor ,,論文 
,survivors ,話題 ,
thesis ,,,局所 
,theses ,,トピック 
topic ,,伝える ,
,topical ,,感染  
,topics ,,トランス ミッション 
