English,Japanese,context
contributes,"	不定休",We found several contributes.
contributing,制約,They are contributing the results.
contribution,"	制約",
contributions,"	制約",We found several contributions.
contributor,"	制約",She is an contributor.
contributors,"	制約",We found several contributors.
convene,"	制約",
convention,"	洒脱",
convenes,貢献する,We found several convenes.
convened,"	貢献",I convened the report.
convening,"	貢献",They are convening the results.
conventional,"	貢献",
conventionally,"	寄付",
conventions,"	貢献",We found several conventions.
unconventional,"	投稿者",
coordinate,"	貢献",
coordinated,呼び集める,I coordinated the report.
coordinates,"	大会",We found several coordinates.
coordinating,"	規則	",They are coordinating the results.
coordination,"	招集",
coordinator,"	招集",She is an coordinator.
coordinators,"	コンベンショナル",We found several coordinators.
co-ordinate,"	従来は",
co ordinated,"	規則",I co ordinated the report.
co ordinates,"	奇抜",We found several co ordinates.
co ordinating,座標,They are co ordinating the results.
co ordination,"	調整",
co ordinator,"	座標",She is an co ordinator.
co ordinators,"	調整",We found several co ordinators.
core,"	コーディネーション",
cores,"	コーディネーター",We found several cores.
coring,"	コーディネーター",They are coring the results.
cored,"	コーディネート",I cored the report.
corporate,"	調整",
corporates,"	座標",We found several corporates.
corporation,"	調整",
corporations,"	コーディネーション",We found several corporations.
correspond,"	コーディネーター",
corresponded,"	コーディネーター",I corresponded the report.
correspondence,コア,
corresponding,"	コア",They are corresponding the results.
correspondingly,"	コアリング",
corresponds,"	入り",We found several corresponds.
criteria,企業,
criterion,"	法人",
deduce,"	会社",
deduced,"	企業",I deduced the report.
deduces,対応,We found several deduces.
deducing,"	対応",They are deducing the results.
deduction,"	対応",
deductions,"	該当",We found several deductions.
demonstrate,"	対応",
demonstrable,"	対応",
demonstrably,条件,
demonstrated,"	基準",I demonstrated the report.
demonstrates,推測,We found several demonstrates.
demonstrating,"	推定",They are demonstrating the results.
demonstration,"	推論",
demonstrations,"	控除",We found several demonstrations.
demonstrative,"	控除",
demonstratively,"	控除",
demonstrator,証明する,She is an demonstrator.
demonstrators,"	実証",We found several demonstrators.
document,"	明白",
documentation,"	実証",
documented,"	示します",I documented the report.
documenting,"	示す",They are documenting the results.
documents,"	デモ",We found several documents.
dominate,"	デモ",
dominance,"	指示詞",
dominant,"	デモンストレーション的に",
dominated,"	デモンストレーター",I dominated the report.
dominates,"	デモ 隊",We found several dominates.
dominating,文書,They are dominating the results.
domination,"	ドキュメンテーション",
emphasis,"	記載",We found several emphasis.
emphasise,"	文書",
emphasised,"	書類",I emphasised the report.
emphasising,支配する,They are emphasising the results.
emphasize,"	優性",Teachers often emphasize the importance of reading.
emphasized,"	ドミナント",I emphasized the report.
emphasizes,"	支配",We found several emphasizes.
emphasizing,"	支配",They are emphasizing the results.
emphatic,"	支配",
emphatically,"	支配",
ensure,強調,
ensured,"	強調",I ensured the report.
ensures,"	強調",We found several ensures.
ensuring,"	強調",They are ensuring the results.
exclude,"	強調する",
excluded,"	強調",I excluded the report.
excludes,"	強調",We found several excludes.
excluding,"	強調",They are excluding the results.
exclusion,"	強調",
exclusionary,"	きっぱり",
exclusionist,確保,
exclusions,"	確保",We found several exclusions.
exclusive,"	により",
exclusively,"	確保",
framework,除外する,
frameworks,"	除外",We found several frameworks.
fund,"	除外",
funded,"	除く",I funded the report.
funder,"	除外",She is an funder.
funders,"	排他的",We found several funders.
funding,"	排他主義者",They are funding the results.
funds,"	除外",We found several funds.
illustrate,"	排他的",This chart helps to illustrate the point.
illustrated,"	だけ",I illustrated the report.
illustrates,フレームワーク,We found several illustrates.
illustrating,"	フレームワーク",They are illustrating the results.
illustration,基金,
illustrations,"	資金",We found several illustrations.
illustrative,"	資金提供者",
immigrate,"	出資",
immigrant,"	融資",
immigrants,"	元手",We found several immigrants.
immigrated,説明,I immigrated the report.
immigrates,"	示す",We found several immigrates.
immigrating,"	示します",They are immigrating the results.
immigration,"	示す",
imply,"	図",
implied,"	イラスト",I implied the report.
implies,"	例示",We found several implies.
implying,移民する,They are implying the results.
initial,"	移民",
initially,"	移民",
instance,"	移住",
instances,"	移民",We found several instances.
interact,"	移住",
interacted,"	イミグレーション",I interacted the report.
interacting,ほのめかす,They are interacting the results.
interaction,"	暗黙",
interactions,"	意味",We found several interactions.
interactive,"	意味",
interactively,イニシャル,
interacts,"	最初",We found several interacts.
justify,例,
justifiable,"	インスタンス",
justifiably,相呼応する,
justification,"	相互 作用",
justifications,"	相互 作用",We found several justifications.
justified,"	相互作用",I justified the report.
justifies,"	相互 作用",We found several justifies.
justifying,"	インテラクティブ",They are justifying the results.
unjustified,"	対話的",I unjustified the report.
layer,"	対話",She is an layer.
layered,言い開く,I layered the report.
layering,"	正当",They are layering the results.
layers,"	正当",We found several layers.
link,"	ジャスティフィケーション",
linkage,"	正当 化",
linkages,"	正当 化",We found several linkages.
linked,"	正当 化",I linked the report.
linking,"	正当 化",They are linking the results.
links,"	不当",We found several links.
locate,層,
located,"	層状",I located the report.
locating,"	取り木",They are locating the results.
location,"	層",
locations,リンク,We found several locations.
relocate,"	連動",
relocated,"	連携",I relocated the report.
relocates,"	リンク",We found several relocates.
relocating,"	リンク",They are relocating the results.
relocation,"	リンクス",
maximise,見付ける,
max,"	位置",
maximised,"	検索",I maximised the report.
maximises,"	場所",We found several maximises.
maximising,"	場所",They are maximising the results.
maximisation,"	移転",
maximize,"	移転",
maximized,"	移転",I maximized the report.
maximizes,"	移転",We found several maximizes.
maximizing,"	移転",They are maximizing the results.
maximization,最大限,
maximum,"	マックス",
minor,"	最大化",She is an minor.
minorities,"	最大",We found several minorities.
minority,"	最大限",
minors,"	最大化",We found several minors.
negate,"	最大化する",
negative,"	最大",
negated,"	マキシム",I negated the report.
negates,"	最大",We found several negates.
negating,"	最大化",They are negating the results.
negatively,"	最大",
negatives,マイナー,We found several negatives.
outcome,"	少数",
outcomes,"	少数",We found several outcomes.
partner,"	未成年 者",She is an partner.
partners,打ち消す,We found several partners.
partnership,"	－",
partnerships,"	否定",We found several partnerships.
philosophy,"	否定",
philosopher,"	否定",She is an philosopher.
philosophers,"	負",We found several philosophers.
philosophical,"	ネガ",
philosophically,結果,
philosophies,"	結果",We found several philosophies.
philosophise,パートナー,
philosophised,"	パートナー",I philosophised the report.
philosophises,"	パートナーシップ",We found several philosophises.
philosophising,"	パートナーシップ",They are philosophising the results.
philosophize,哲学,
philosophized,"	哲人",I philosophized the report.
philosophizes,"	哲学 者",We found several philosophizes.
philosophizing,"	哲学的",They are philosophizing the results.
physical,"	哲学",
physically,"	哲学",
proportion,"	フィロソフィー",
disproportion,"	哲学的",
disproportionate,"	哲学的",
disproportionately,"	哲学",
proportional,"	思索",
proportionally,"	哲学的",
proportionate,"	哲学",
proportionately,"	哲学",
proportions,形而下,We found several proportions.
publish,"	物理的",
published,比率,I published the report.
publisher,"	不均衡",She is an publisher.
publishers,"	不均衡",We found several publishers.
publishes,"	偏って",We found several publishes.
publishing,"	比例",They are publishing the results.
unpublished,"	比例",I unpublished the report.
react,"	比例",
reacted,"	比例",I reacted the report.
reacts,"	割合",We found several reacts.
reacting,著す,They are reacting the results.
reaction,"	公開",
reactionaries,"	発行者",We found several reactionaries.
reactionary,"	出版 社",
reactions,"	発行",We found several reactions.
reactive,"	出版",
reactivate,"	未発表",
reactivation,反応する,
reactor,"	反応",She is an reactor.
reactors,"	反応",We found several reactors.
register,"	反応",She is an register.
deregister,"	反応",She is an deregister.
deregistered,"	反動",I deregistered the report.
deregistering,"	反動",They are deregistering the results.
deregisters,"	反応",We found several deregisters.
deregistration,"	反応",
registered,"	再 アクティブ 化",I registered the report.
registering,"	再 アクティブ 化",They are registering the results.
registers,"	原子炉",We found several registers.
registration,"	原子炉",
rely,登録する,
reliability,"	登録解除",
reliable,"	登録抹消",
reliably,"	登録解除",
reliance,"	登録解除",
reliant,"	登録解除",
relied,"	登録",I relied the report.
relies,"	登録",We found several relies.
relying,"	レジスタ",They are relying the results.
unreliable,"	登録",
remove,頼る,
removable,"	確実",
removal,"	頼もしい",
removals,"	確実",We found several removals.
removed,"	信頼",I removed the report.
removes,"	リライアント",We found several removes.
removing,"	頼って",They are removing the results.
scheme,"	依存",
schematic,"	頼る",
schematically,"	危うい",
schemed,取り去る,I schemed the report.
schemes,"	リムーバブル",We found several schemes.
scheming,"	除去",They are scheming the results.
sequence,"	削除",
sequenced,"	削除",I sequenced the report.
sequences,"	削除",We found several sequences.
sequencing,"	削除",They are sequencing the results.
sequential,計画,
sequentially,"	スケマティック",
sex,"	概略的に",
sexes,"	スキーム",We found several sexes.
sexism,"	スキーム",
sexual,"	工夫",
sexuality,順序,
sexually,"	シーケンス",
shift,"	シーケンス",
shifted,"	シークエンシング",I shifted the report.
shifting,"	シーケンシャル",They are shifting the results.
shifts,"	順次",We found several shifts.
specify,性,
specifiable,"	男女",
specified,"	性差別",I specified the report.
specifies,"	性的",We found several specifies.
specifying,"	有性",They are specifying the results.
unspecified,"	性的",I unspecified the report.
sufficient,動く,
sufficiency,"	シフト",
insufficient,"	シフト",
insufficiently,"	シフト",
sufficiently,指定,
task,"	指定可能",
tasks,"	指定",We found several tasks.
technical,"	指定",
technically,"	指定",
technique,"	未指定",
techniques,足りる,We found several techniques.
technology,"	充足",
technological,"	不十分",
technologically,"	不十分",
valid,"	十分",
invalidate,タスク,
invalidity,"	用事",
validate,テクニカル,
validated,"	技術的",I validated the report.
validating,技術,They are validating the results.
validation,"	技術",
validity,テクノロジー,
validly,"	技術",
volume,"	技術的",
volumes,有効,We found several volumes.
vol,"	無効",
Sublist 4 of the Academic Word List,"	無効",
access,"	検証",
accessed,"	検証",I accessed the report.
accesses,"	検証",We found several accesses.
accessibility,"	検証",
accessible,"	有効",
accessing,"	有効",They are accessing the results.
inaccessible,容積,
adequate,"	ボリューム",
adequacy,"	ボリューム",
adequately,,
inadequacies,,We found several inadequacies.
inadequacy,,
inadequate,アカデミックワードリストのサブリスト4,
inadequately,,
annual,アクセス,
annually,"	アクセス",
apparent,"	アクセス",
apparently,"	アクセシビリティ",
approximate,"	アクセス",
approximated,"	アクセス",I approximated the report.
approximately,"	アクセス",
approximates,十分,We found several approximates.
approximating,"	剴切",They are approximating the results.
approximation,"	十分",
approximations,"	不備",We found several approximations.
attitude,"	不適当",
attitudes,"	不十分",We found several attitudes.
attribute,"	不十分",
attributable,一年生,
attributed,"	毎年",I attributed the report.
attributes,一目瞭然,We found several attributes.
attributing,"	どうやら",They are attributing the results.
attribution,アバウト,
civil,"	近似",
code,"	約",
coded,"	近似",I coded the report.
codes,"	近似",We found several codes.
coding,"	近似",They are coding the results.
commit,"	近似",
commitment,姿勢,
commitments,"	態度",We found several commitments.
commits,属性,We found several commits.
committed,"	起因",I committed the report.
committing,"	起因",They are committing the results.
communicate,"	属性",They communicate by email daily.
communicable,"	帰",
communicated,"	帰属",I communicated the report.
communicates,民事上,We found several communicates.
communicating,コード,They are communicating the results.
communication,"	コード",
communications,"	コード",We found several communications.
communicative,"	コーディング",
communicatively,犯す,
uncommunicative,"	言質",
concentrate,"	コミットメント",
concentrated,"	コミット",I concentrated the report.
concentrates,"	コミット",We found several concentrates.
concentrating,"	コミット",They are concentrating the results.
concentration,伝える,
confer,"	伝染",She is an confer.
conference,"	伝達",
conferences,"	通信",We found several conferences.
conferred,"	通信",I conferred the report.
conferring,"	通信",They are conferring the results.
confers,"	通信",We found several confers.
contrast,"	コミュニケーション",
contrasted,"	コミュニケーション",I contrasted the report.
contrasting,"	コミュニケーションが取れない",They are contrasting the results.
contrastive,凝らす,
contrasts,"	耑",We found several contrasts.
cycle,"	集中",
cycled,"	集中",I cycled the report.
cycles,"	濃度",We found several cycles.
cyclic,諮る,
cyclical,"	会議",
cycling,"	カンファレンス",They are cycling the results.
debate,"	授与",
debatable,"	授与",
debated,"	与える",I debated the report.
debates,対照,We found several debates.
debating,"	対照 的",They are debating the results.
despite,"	対照的な",
dimension,"	対照",
dimensional,"	コントラスト",
dimensions,サイクル,We found several dimensions.
multidimensional,"	循環",
domestic,"	サイクル",
domestically,"	サイクリック",
domesticate,"	循環",
domesticated,"	サイクリング",I domesticated the report.
domesticating,討論,They are domesticating the results.
domestics,"	余地",We found several domestics.
emerge,"	議論",
emerged,"	議論",I emerged the report.
emergence,"	議論",
emergent,にもかかわらず,
emerges,次元,We found several emerges.
emerging,"	次元の",They are emerging the results.
error,"	寸法",She is an error.
erroneous,"	多次元",We found several erroneous.
erroneously,国内,
errors,"	国内",We found several errors.
ethnic,"	飼いならす",
ethnicity,"	家畜",
goal,"	家畜化",
goals,"	国内",We found several goals.
grant,現れる,
granted,"	現れた",I granted the report.
granting,"	現出",They are granting the results.
grants,"	新興の",We found several grants.
hence,"	現れる",
hypothesis,"	新興",We found several hypothesis.
hypotheses,エラー,We found several hypotheses.
hypothesise,"	誤った",
hypothesised,"	誤って",I hypothesised the report.
hypothesises,"	エラー",We found several hypothesises.
hypothesising,エスニック,They are hypothesising the results.
hypothesize,"	エスニシティ",
hypothesized,ゴール,I hypothesized the report.
hypothesizes,"	目標",We found several hypothesizes.
hypothesizing,叶える,They are hypothesizing the results.
hypothetical,"	付与",
hypothetically,"	付与",
implement,"	補助 金",The company will implement the new policy next week.
implementation,従って,
implemented,仮説,I implemented the report.
implementing,"	仮説",They are implementing the results.
implements,"	仮説",We found several implements.
implicate,"	仮説",
implicated,"	仮説",I implicated the report.
implicates,"	仮説を立てる",We found several implicates.
implicating,"	仮定する",They are implicating the results.
implication,"	仮説",
implications,"	仮説を立てる",We found several implications.
impose,"	仮説を立てる",
imposed,"	仮定の",I imposed the report.
imposes,"	仮に",We found several imposes.
imposing,道具,They are imposing the results.
imposition,"	実装",
integrate,"	実装",
integrated,"	実装",I integrated the report.
integrates,"	用具",We found several integrates.
integrating,拕,They are integrating the results.
integration,"	関与",
internal,"	関与",
internalise,"	関与させる",
internalised,"	含意",I internalised the report.
internalises,"	影響",We found several internalises.
internalising,課す,They are internalising the results.
internalize,"	課せ られた",
internalized,"	課す",I internalized the report.
internalizes,"	堂堂",We found several internalizes.
internalizing,"	課税",They are internalizing the results.
internally,統合,
investigate,"	統合",
investigated,"	統合",I investigated the report.
investigates,"	統合",We found several investigates.
investigating,"	統合",They are investigating the results.
investigation,国内,
investigations,"	社内",We found several investigations.
investigative,"	内面化",
investigator,"	社内",She is an investigator.
investigators,"	内面化",We found several investigators.
job,"	内面化する",
jobs,"	内面",We found several jobs.
label,"	内面化",
labeled,"	内在化",I labeled the report.
labeling,"	内部的",They are labeling the results.
labelled,調べる,I labelled the report.
labelling,"	調査",They are labelling the results.
labels,"	調査",We found several labels.
mechanism,"	偵知",
mechanisms,"	究明",We found several mechanisms.
obvious,"	調査",We found several obvious.
obviously,"	調査",
occupy,"	探偵",
occupancy,"	調査 官",
occupant,仕事,
occupants,"	ジョブ",We found several occupants.
occupation,ラベル,
occupational,"	ラベル",
occupations,"	ラベリング",We found several occupations.
occupied,"	ラベル",I occupied the report.
occupier,"	ラベリング",She is an occupier.
occupiers,"	ラベル",We found several occupiers.
occupies,機構,We found several occupies.
occupying,"	メカニズム",They are occupying the results.
option,一目瞭然,
optional,"	明らかに",
options,占める,We found several options.
output,"	駐屯",
outputs,"	乗員",We found several outputs.
overall,"	乗員",
parallel,"	職業",
paralleled,"	労働",I paralleled the report.
parallelled,"	職業",I parallelled the report.
parallelling,"	忙しい",They are parallelling the results.
parallels,"	占有者",We found several parallels.
unparalleled,"	占領",I unparalleled the report.
parameter,"	占める",She is an parameter.
parameters,"	占領",We found several parameters.
phase,オプション,
phased,"	随意",I phased the report.
phases,"	オプション",We found several phases.
phasing,アウトプット,They are phasing the results.
predict,"	出力",It's hard to predict the outcome.
predictability,全,
predictable,並列,
predictably,"	比類",
predicted,"	パラレル",I predicted the report.
predicting,"	パラレルリング",They are predicting the results.
prediction,"	平行線",
predictions,"	無双",We found several predictions.
predicts,パラメーター,We found several predicts.
unpredictability,"	パラメーター",
unpredictable,位相,
principal,"	フェイズド",
principally,"	フェーズ",
prior,"	位相",She is an prior.
professional,予言する,
professionally,"	予測",
professionals,"	予測できる",We found several professionals.
professionalism,"	予想 通り",
project,"	予測",
projected,"	予測",I projected the report.
projecting,"	予測",They are projecting the results.
projection,"	予測",
projections,"	予測",We found several projections.
projects,"	予測",We found several projects.
promote,"	予測できない",
promoted,校長,I promoted the report.
promoter,"	主",She is an promoter.
promoters,事前,We found several promoters.
promotes,プロ,We found several promotes.
promoting,"	プロ",They are promoting the results.
promotion,"	専門家",
promotions,"	プロ 意識",We found several promotions.
regime,プロジェクト,
regimes,"	投影",We found several regimes.
resolve,"	突き出た",
resolution,"	投射",
resolved,"	予測",I resolved the report.
resolves,"	プロジェクト",We found several resolves.
resolving,進める,They are resolving the results.
unresolved,"	昇格",I unresolved the report.
retain,"	プロモーター",
retained,"	プロモーター",I retained the report.
retaining,"	促進",They are retaining the results.
retainer,"	推進",She is an retainer.
retainers,"	振興",We found several retainers.
retains,"	プロモーション",We found several retains.
retention,ちせい,
retentive,"	体制",
series,解決する,We found several series.
statistic,"	解決",
statistician,"	解決",
statisticians,"	解決",We found several statisticians.
statistical,"	解決",
statistically,"	未解決",
statistics,保つ,We found several statistics.
status,"	保持",We found several status.
stress,"	保持",
stressed,"	家来",I stressed the report.
stresses,"	家臣",We found several stresses.
stressful,"	保持",
stressing,"	保持",They are stressing the results.
unstressed,"	保持",I unstressed the report.
subsequent,級数,
subsequently,統計,
sum,"	統計学者",
summation,"	統計",
summed,"	統計的",I summed the report.
summing,"	統計的",They are summing the results.
sums,"	統計学",We found several sums.
summary,地位,
summaries,ストレス,We found several summaries.
summarise,"	緊張した",
summarised,"	応力",I summarised the report.
summarises,"	ストレス",We found several summarises.
summarising,"	強調",They are summarising the results.
summarisation,"	ストレスなし",
summarisations,後続,We found several summarisations.
summarization,"	その後",
summarizations,和,We found several summarizations.
summarize,"	合計",Can you summarize the article?
summarized,"	合計",I summarized the report.
summarizes,"	合計",We found several summarizes.
summarizing,"	合計",They are summarizing the results.
undertake,概要,
undertaken,"	要約",
undertakes,"	要約",We found several undertakes.
undertaking,"	要約",They are undertaking the results.
undertook,"	要約",
Sublist 5 of the Academic Word List,"	要約",
academy,"	要約",
academia,"	要約",
academic,"	要約",
academically,"	要約",
academics,"	要約",We found several academics.
academies,"	要約",We found several academies.
adjust,"	まとめた もの です",
adjusted,"	要約",I adjusted the report.
adjusting,引き受ける,They are adjusting the results.
adjustment,"	実施",
adjustments,"	引き受ける",We found several adjustments.
adjusts,"	企業",We found several adjusts.
readjust,"	引き受けた",
readjusted,,I readjusted the report.
readjusting,,They are readjusting the results.
readjustment,,
readjustments,,We found several readjustments.
readjusts,アカデミックワードリストのサブリスト5,We found several readjusts.
alter,,She is an alter.
alterable,,
alteration,アカデミー,
alterations,"	アカデミー",We found several alterations.
altered,"	アカデミック",I altered the report.
altering,"	学問",They are altering the results.
alternate,"	学者",
alternating,"	アカデミー",They are alternating the results.
alters,調整する,We found several alters.
unalterable,"	調整",
unaltered,"	調整",I unaltered the report.
amend,"	調整",
amended,"	調整",I amended the report.
amending,"	調整",They are amending the results.
amendment,"	調整",
amendments,"	再調整",We found several amendments.
amends,"	再調整",We found several amends.
aware,"	再調整",
awareness,"	再調整",
unaware,"	再調整",
capacity,変える,
capacities,"	変えられる",We found several capacities.
incapacitate,"	改変",
incapacitated,"	変更",I incapacitated the report.
challenge,"	変更",
challenged,"	変更",I challenged the report.
challenger,"	オルタネイト",She is an challenger.
challengers,"	交番",We found several challengers.
challenges,"	変更",We found several challenges.
challenging,"	不変",They are challenging the results.
clause,"	無修正",
clauses,改める,We found several clauses.
compound,"	改正",
compounded,"	改正",I compounded the report.
compounding,"	改正",They are compounding the results.
compounds,"	改正",We found several compounds.
conflict,"	補償",
conflicted,認識,I conflicted the report.
conflicting,"	意識",They are conflicting the results.
conflicts,"	知らない",We found several conflicts.
consult,能力,
consultancy,"	容量",
consultant,"	無力化",
consultants,"	無力",We found several consultants.
consultation,挑戦,
consultations,"	挑戦",We found several consultations.
consultative,"	挑戦者",
consulted,"	挑戦",I consulted the report.
consults,"	課題",We found several consults.
consulting,"	挑戦",They are consulting the results.
contact,条項,
contactable,"	句",
contacted,化合物,I contacted the report.
contacting,"	配合",They are contacting the results.
contacts,"	配合",We found several contacts.
decline,"	化合 物",
declined,葛藤,I declined the report.
declines,"	競合",We found several declines.
declining,"	競合",They are declining the results.
discrete,"	競合",
discretely,相談,
discretion,"	コンサルティング",
discretionary,"	コンサルタント",
indiscrete,"	コンサルタント",
indiscretion,"	相談",
draft,"	相談",
drafted,"	協議",I drafted the report.
drafting,"	相談",They are drafting the results.
drafts,"	相談",We found several drafts.
redraft,"	コンサルティング",
redrafted,接触,I redrafted the report.
redrafting,"	接触可能",They are redrafting the results.
redrafts,"	連絡",We found several redrafts.
enable,"	連絡",
enabled,"	連絡先",I enabled the report.
enables,断る,We found several enables.
enabling,"	減少",They are enabling the results.
energy,"	低下",
energetic,"	下火",
energetically,離散的,
energies,"	離散",We found several energies.
enforce,"	裁量",
enforced,"	随意",I enforced the report.
enforcement,"	詮索",
enforces,"	不心得",We found several enforces.
enforcing,ドラフト,They are enforcing the results.
entity,"	起草",
entities,"	起案",We found several entities.
equivalent,"	下書き",
equivalence,"	再投稿",
evolve,"	再ドラフト",
evolution,"	リドラフト",
evolved,"	再ドラフト",I evolved the report.
evolving,エネーブル,They are evolving the results.
evolves,"	有効",We found several evolves.
evolutionary,"	可能",
evolutionist,"	有効にする",
evolutionists,エネルギー,We found several evolutionists.
expand,"	エネルギッシュ",
expanded,"	奮って",I expanded the report.
expanding,"	エネルギー",They are expanding the results.
expands,適用,We found several expands.
expansion,"	適用",
expansionism,"	実施",
expansive,"	強制",
expose,"	強制",
exposed,実体,I exposed the report.
exposes,"	エンティティ",We found several exposes.
exposing,同等,They are exposing the results.
exposure,"	等価",
exposures,進化,We found several exposures.
external,"	進化",
externalisation,"	進化",
externalise,"	進化",
externalised,"	進化",I externalised the report.
externalises,"	進化",We found several externalises.
externalising,"	進化論者",They are externalising the results.
externality,"	進化 論",
externalization,膨らむ,
externalize,"	拡大",
externalized,"	拡大",I externalized the report.
externalizes,"	拡大 	",We found several externalizes.
externalizing,"	拡張",They are externalizing the results.
externally,"	拡張",
facilitate,"	濊",
facilitated,晒す,I facilitated the report.
facilitates,"	露",We found several facilitates.
facilities,"	公開",We found several facilities.
facilitating,"	摘発",They are facilitating the results.
facilitation,"	接触",
facilitator,"	エクスポー ジャー",She is an facilitator.
facilitators,外,We found several facilitators.
facility,"	外部化",
fundamental,"	アウトソーシング",
fundamentally,"	外部化",
generate,"	アウトソーシング",
generated,"	外部化",I generated the report.
generates,"	外部性",We found several generates.
generating,"	外部",They are generating the results.
generation,"	外部",
generations,"	外部化",We found several generations.
image,"	外部化",
imagery,"	外部",
images,"	外部",We found several images.
liberal,容易,
liberalise,"	促進",
liberalism,"	容易",
liberalisation,"	設備",
liberalised,"	促進",I liberalised the report.
liberalises,"	促進",We found several liberalises.
liberalising,"	ファシリテーター",They are liberalising the results.
liberalization,"	ファシリテーター",
liberalize,"	施設",
liberalized,基本,I liberalized the report.
liberalizes,"	基本的",We found several liberalizes.
liberalizing,生成する,They are liberalizing the results.
liberate,"	生成",
liberated,"	生成",I liberated the report.
liberates,"	生成",We found several liberates.
liberation,世,
liberations,"	世代",We found several liberations.
liberating,画像,They are liberating the results.
liberator,"	画像",She is an liberator.
liberators,"	画像",We found several liberators.
liberally,リベラル,
liberals,"	自由化",We found several liberals.
licence,"	自由主義",
licences,"	自由化",We found several licences.
license,"	自由化",
licensed,"	自由化",I licensed the report.
licensing,"	自由化",They are licensing the results.
licenses,"	自由化",We found several licenses.
unlicensed,"	自由化",I unlicensed the report.
logic,"	自由化",
illogical,"	自由化",
illogically,"	自由化",
logical,"	解き放す",
logically,"	解放",
logician,"	解放",
logicians,"	解放",We found several logicians.
margin,"	解放",
marginal,"	解放",
marginally,"	リベレーター",
margins,"	解放",We found several margins.
medical,"	自由",
medically,"	自由主義 者",
mental,ライセンス,
mentality,"	ライセンス",
mentally,"	ライセンス",
modify,"	ライセンス",
modification,"	ライセンス",
modifications,"	ライセンス",We found several modifications.
modified,"	無免許の",I modified the report.
modifies,論理,We found several modifies.
modifying,"	支離滅裂な",They are modifying the results.
unmodified,"	非論理的",I unmodified the report.
monitor,"	合理的",She is an monitor.
monitored,"	元来",I monitored the report.
monitoring,"	論理学者",They are monitoring the results.
monitors,"	論理学者",We found several monitors.
unmonitored,余地,I unmonitored the report.
network,"	限界",
networked,"	わずか",I networked the report.
networking,"	余白",They are networking the results.
networks,メディカル,We found several networks.
notion,"	医学",
notions,精神,We found several notions.
objective,"	メンタリティー",
objectively,"	精神的に",
objectivity,修飾する,
orient,"	修正",
orientate,"	変遷",
orientated,"	変更",I orientated the report.
orientates,"	変更",We found several orientates.
orientation,"	変更",
orientating,"	未変更",They are orientating the results.
oriented,モニター,I oriented the report.
orienting,"	監視",They are orienting the results.
orients,"	モニタリング",We found several orients.
reorient,"	モニター",
reorientation,"	監視対象外",
perspective,ネットワーク,"From her perspective, the decision was unfair."
perspectives,"	ネットワーク",We found several perspectives.
precise,"	ネットワーキング",
imprecise,"	ネットワーク",
precisely,概念,
precision,"	概念",
prime,目的,
primacy,"	客観的",
psychology,"	客観性",
psychological,オリエント,
psychologically,"	オリエンテッド",
psychologist,"	志向",
psychologists,"	オリエンテーション",We found several psychologists.
pursue,"	オリエンテーション",
pursued,"	配向",I pursued the report.
pursues,"	オリエンテッド",We found several pursues.
pursuing,"	定位",They are pursuing the results.
pursuit,"	方向づける",
pursuits,"	方向",We found several pursuits.
ratio,"	方向 転換",
ratios,パースペクティブ,We found several ratios.
reject,"	視点",
rejected,正確,I rejected the report.
rejecting,"	不明確",They are rejecting the results.
rejection,"	丁度",
rejects,"	精度",We found several rejects.
rejections,盛り,We found several rejections.
revenue,"	優位 性",
revenues,心理学,We found several revenues.
stable,"	サイコロジカル",
instability,"	心理 的",
stabilisation,"	心理学者",
stabilise,"	心理 学 者",
stabilised,追う,I stabilised the report.
stabilises,"	追求",We found several stabilises.
stabilising,"	追求",They are stabilising the results.
stabilization,"	追求",
stabilize,"	追求",
stabilized,"	追求",I stabilized the report.
stabilizes,比,We found several stabilizes.
stabilizing,"	 比",They are stabilizing the results.
stability,リジェクト,
unstable,"	拒否",
style,"	拒否",
styled,"	拒絶",I styled the report.
styles,"	拒否",We found several styles.
styling,"	拒否",They are styling the results.
stylish,収入,
stylise,"	収益",
stylised,厩,I stylised the report.
stylises,"	不安定",We found several stylises.
stylising,"	安定 化",They are stylising the results.
stylize,"	安定",
stylized,"	安定 化",I stylized the report.
stylizes,"	安定 化",We found several stylizes.
stylizing,"	安定 化",They are stylizing the results.
substitute,"	安定化",
substituted,"	安定",I substituted the report.
substitutes,"	安定 化",We found several substitutes.
substituting,"	安定",They are substituting the results.
substitution,"	安定 化",
sustain,"	安定性",It's difficult to sustain that level of performance.
sustainable,"	不安定",
sustainability,スタイル,
sustained,"	スタイル",I sustained the report.
sustaining,"	スタイル",They are sustaining the results.
sustains,"	スタイリング",We found several sustains.
sustenance,"	格好いい",
unsustainable,"	スタイライズ",
symbol,"	スタイライズド",
symbolic,"	定型 化 された",
symbolically,"	スタイリッシング",
symbolise,"	スタイライズ",
symbolises,"	定型 化 された",We found several symbolises.
symbolised,"	スタイライズ",I symbolised the report.
symbolising,"	スタイライズ",They are symbolising the results.
symbolism,代える,
symbolize,"	置換",
symbolized,"	代替",I symbolized the report.
symbolizes,"	代入",We found several symbolizes.
symbolizing,"	代入",They are symbolizing the results.
symbols,サスティン,We found several symbols.
target,"	持続可能",
targeted,"	サステナビリティ",I targeted the report.
targeting,"	持続",They are targeting the results.
targets,"	維持",We found several targets.
transit,"	支える",
